epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,946.858,1.45268,2.73916,1.85888,0.1503,0.18039,0.19313,0.08997,1.93661,2.97045,2.32382,0.00119982,0.00119982,0.00119982
83,958.496,1.49464,2.77561,1.88631,0.29062,0.21907,0.1748,0.07288,2.04343,2.97832,2.35749,0.00119699,0.00119699,0.00119699
84,970.124,1.48966,2.79836,1.88983,0.90717,0.11765,0.21763,0.09245,1.92275,3.02202,2.27605,0.00119416,0.00119416,0.00119416
85,981.555,1.477,2.75785,1.88532,0.32828,0.227,0.21286,0.08228,1.92991,3.00953,2.27531,0.00119133,0.00119133,0.00119133
86,993.422,1.44386,2.75211,1.87753,0.28153,0.1918,0.15418,0.06648,2.00414,2.98512,2.37423,0.0011885,0.0011885,0.0011885
87,1005.25,1.42998,2.73071,1.8573,0.23604,0.22727,0.17329,0.06744,1.98319,3.07859,2.35538,0.00118567,0.00118567,0.00118567
88,1017.02,1.45523,2.72666,1.86549,0.32057,0.25463,0.19056,0.07775,1.98562,2.9598,2.35752,0.00118284,0.00118284,0.00118284
89,1028.73,1.45596,2.74668,1.87578,0.24913,0.18413,0.17526,0.06984,1.88302,3.12992,2.31615,0.00118001,0.00118001,0.00118001
90,1040.45,1.46827,2.73379,1.89252,0.22554,0.23484,0.18016,0.07375,2.06466,3.06077,2.48479,0.00117718,0.00117718,0.00117718
91,1052.07,1.47622,2.75266,1.88663,0.27438,0.24652,0.24952,0.11641,1.92928,2.93573,2.28178,0.00117435,0.00117435,0.00117435
92,1063.78,1.44689,2.73666,1.8709,0.31687,0.24548,0.21611,0.08717,1.89196,3.01167,2.24869,0.00117152,0.00117152,0.00117152
93,1075.43,1.45953,2.71019,1.86894,0.88074,0.11563,0.18238,0.08389,1.92268,3.08695,2.29951,0.00116869,0.00116869,0.00116869
94,1086.98,1.44189,2.69774,1.8623,0.26233,0.20986,0.19799,0.08186,1.94212,3.08278,2.38687,0.00116586,0.00116586,0.00116586
95,1098.79,1.44042,2.69187,1.85053,0.30983,0.2114,0.22548,0.1015,1.92554,2.97131,2.32063,0.00116303,0.00116303,0.00116303
96,1110.56,1.46371,2.68555,1.86883,0.36195,0.18815,0.21782,0.09556,1.89367,2.91775,2.2474,0.00116021,0.00116021,0.00116021
97,1122.23,1.47026,2.71817,1.87519,0.20072,0.26265,0.20704,0.10126,1.89045,2.97066,2.22866,0.00115738,0.00115738,0.00115738
98,1133.98,1.46284,2.6986,1.86978,0.22825,0.19189,0.18142,0.09206,1.90344,2.97527,2.26651,0.00115455,0.00115455,0.00115455
99,1145.71,1.43187,2.67974,1.86355,0.34497,0.19964,0.20155,0.09204,2.00612,3.01333,2.35341,0.00115172,0.00115172,0.00115172
100,1157.5,1.45541,2.68776,1.875,0.28321,0.23561,0.22525,0.10745,1.94177,2.91587,2.31056,0.00114889,0.00114889,0.00114889
101,1169.35,1.43144,2.66705,1.85699,0.2777,0.23119,0.21401,0.10132,1.91578,2.95979,2.3484,0.00114606,0.00114606,0.00114606
102,1180.94,1.47436,2.65378,1.87294,0.22383,0.25819,0.20311,0.10422,1.92009,2.85597,2.27461,0.00114323,0.00114323,0.00114323
103,1192.76,1.44475,2.66299,1.85669,0.19017,0.23065,0.1932,0.08613,2.03182,3.14971,2.3172,0.0011404,0.0011404,0.0011404
104,1204.22,1.42632,2.62392,1.83967,0.55697,0.19572,0.24943,0.10184,1.94834,2.86917,2.28294,0.00113757,0.00113757,0.00113757
105,1215.87,1.42954,2.62473,1.83977,0.24126,0.24145,0.19921,0.09592,1.98274,3.01366,2.39136,0.00113474,0.00113474,0.00113474
106,1227.48,1.42437,2.65282,1.8409,0.23979,0.26417,0.21042,0.10452,1.89497,2.84832,2.27134,0.00113191,0.00113191,0.00113191
107,1239.24,1.43863,2.63254,1.85233,0.24081,0.20392,0.20826,0.08447,1.9399,2.93185,2.36929,0.00112908,0.00112908,0.00112908
108,1251.05,1.42621,2.63632,1.84244,0.38505,0.15686,0.24564,0.11089,1.96172,3.00652,2.35382,0.00112625,0.00112625,0.00112625
109,1262.49,1.41582,2.5949,1.8278,0.2316,0.27259,0.21003,0.10164,2.08836,3.08847,2.4124,0.00112342,0.00112342,0.00112342
110,1274.23,1.45329,2.66386,1.8603,0.27377,0.18787,0.18618,0.09061,2.00813,3.06751,2.35822,0.00112059,0.00112059,0.00112059
111,1285.72,1.40493,2.62038,1.8332,0.29943,0.30097,0.26511,0.12044,1.84246,2.99662,2.27821,0.00111776,0.00111776,0.00111776
112,1297.3,1.44005,2.63388,1.85657,0.32254,0.24233,0.24987,0.10028,1.94765,3.06143,2.34881,0.00111493,0.00111493,0.00111493
113,1309.04,1.42109,2.61872,1.8372,0.25024,0.26532,0.23002,0.11428,1.89039,2.8108,2.26477,0.0011121,0.0011121,0.0011121
114,1320.71,1.41399,2.60257,1.83295,0.23353,0.29705,0.23857,0.11812,1.93695,2.80148,2.32252,0.00110928,0.00110928,0.00110928
115,1332.33,1.45541,2.61757,1.85969,0.23193,0.26209,0.21912,0.11234,1.96587,2.95506,2.33976,0.00110645,0.00110645,0.00110645
116,1344.21,1.44542,2.61884,1.85177,0.29593,0.28181,0.25339,0.11953,1.923,2.78645,2.2213,0.00110362,0.00110362,0.00110362
117,1355.79,1.42257,2.58949,1.8274,0.3023,0.30124,0.28179,0.11747,1.88828,2.76937,2.24021,0.00110079,0.00110079,0.00110079
118,1367.43,1.44037,2.59604,1.85743,0.2754,0.21903,0.24702,0.10316,1.92278,2.79458,2.25999,0.00109796,0.00109796,0.00109796
119,1378.92,1.433,2.5792,1.83822,0.27903,0.25053,0.2385,0.12495,1.87351,2.85564,2.25047,0.00109513,0.00109513,0.00109513
120,1390.5,1.43894,2.61691,1.84725,0.28106,0.22732,0.22547,0.09742,1.97354,3.10636,2.37805,0.0010923,0.0010923,0.0010923
121,1402.03,1.43416,2.58266,1.84755,0.30714,0.31145,0.24639,0.10607,1.92424,2.88728,2.29998,0.00108947,0.00108947,0.00108947
122,1413.8,1.43765,2.56883,1.83926,0.25424,0.31685,0.2531,0.10566,2.03819,2.90739,2.38489,0.00108664,0.00108664,0.00108664
123,1425.6,1.42083,2.55995,1.83362,0.27206,0.24661,0.2315,0.10848,1.95911,3.0725,2.3652,0.00108381,0.00108381,0.00108381
124,1437.63,1.43305,2.56942,1.84729,0.26899,0.27503,0.25699,0.12186,1.94852,2.83871,2.32514,0.00108098,0.00108098,0.00108098
125,1449.27,1.43672,2.58771,1.84502,0.61068,0.20365,0.25329,0.11109,2.01531,2.84877,2.34511,0.00107815,0.00107815,0.00107815
126,1461.02,1.41094,2.53701,1.82872,0.31043,0.25819,0.2288,0.10708,2.07365,2.83492,2.32467,0.00107532,0.00107532,0.00107532
127,1472.52,1.4078,2.50915,1.82341,0.35121,0.34402,0.31308,0.1266,1.9674,2.83153,2.37231,0.00107249,0.00107249,0.00107249
128,1484.19,1.42564,2.54618,1.84174,0.30234,0.29714,0.26,0.11301,1.95138,2.7875,2.2919,0.00106966,0.00106966,0.00106966
129,1495.8,1.40981,2.56732,1.82752,0.30962,0.31044,0.24942,0.11284,2.00695,2.75511,2.31413,0.00106683,0.00106683,0.00106683
130,1507.4,1.42975,2.53929,1.8337,0.42247,0.23781,0.25087,0.10897,1.90721,2.97479,2.3205,0.001064,0.001064,0.001064
131,1519.21,1.41919,2.55656,1.83583,0.40785,0.23994,0.25893,0.11613,1.91218,2.89198,2.28808,0.00106118,0.00106118,0.00106118
132,1530.69,1.3844,2.51827,1.8224,0.29732,0.25017,0.23564,0.11994,1.84555,2.82263,2.2628,0.00105835,0.00105835,0.00105835
133,1542.35,1.42404,2.5503,1.83625,0.35596,0.27847,0.28696,0.13604,1.90071,2.75009,2.3122,0.00105552,0.00105552,0.00105552
134,1554.08,1.38032,2.50337,1.80969,0.30092,0.28397,0.26783,0.12342,1.89032,2.85068,2.3123,0.00105269,0.00105269,0.00105269
135,1565.95,1.41681,2.53463,1.82612,0.4045,0.26202,0.30365,0.14864,1.95873,2.84173,2.25962,0.00104986,0.00104986,0.00104986
136,1577.57,1.39311,2.50191,1.81672,0.67191,0.21922,0.26501,0.10919,1.86466,2.84365,2.26479,0.00104703,0.00104703,0.00104703
137,1589.36,1.38297,2.52328,1.81189,0.43586,0.29331,0.31572,0.12053,1.9844,2.81526,2.37563,0.0010442,0.0010442,0.0010442
138,1600.89,1.38783,2.51719,1.8096,0.39818,0.24422,0.29808,0.13704,2.03427,2.82861,2.42755,0.00104137,0.00104137,0.00104137
139,1612.77,1.38217,2.49229,1.81637,0.36295,0.31675,0.3058,0.15108,1.97051,2.78967,2.40189,0.00103854,0.00103854,0.00103854
140,1624.64,1.38126,2.46991,1.81447,0.33023,0.32441,0.3016,0.13009,2.0197,2.8461,2.43253,0.00103571,0.00103571,0.00103571
141,1635.99,1.37696,2.45832,1.79352,0.30363,0.33261,0.25215,0.11371,1.97632,2.77871,2.33055,0.00103288,0.00103288,0.00103288
142,1647.81,1.39196,2.49847,1.82187,0.50252,0.23065,0.30428,0.13658,1.95126,2.74986,2.31493,0.00103005,0.00103005,0.00103005
143,1659.33,1.38158,2.45456,1.80405,0.45914,0.21146,0.28919,0.13748,2.00998,2.72955,2.32028,0.00102722,0.00102722,0.00102722
144,1671.01,1.38618,2.49753,1.8188,0.45266,0.24652,0.27059,0.12447,1.97698,2.74352,2.30127,0.00102439,0.00102439,0.00102439
145,1682.58,1.38959,2.48893,1.81733,0.34967,0.34393,0.32479,0.15649,1.98669,2.76292,2.32287,0.00102156,0.00102156,0.00102156
146,1694,1.38765,2.46014,1.82613,0.34815,0.31489,0.26044,0.12118,2.01802,2.66744,2.33397,0.00101873,0.00101873,0.00101873
147,1705.5,1.3539,2.41502,1.78608,0.35531,0.28616,0.29201,0.12925,2.0393,2.80208,2.38089,0.0010159,0.0010159,0.0010159
148,1717.03,1.38477,2.44071,1.8016,0.32674,0.25062,0.24822,0.11312,1.96086,2.86855,2.37277,0.00101308,0.00101308,0.00101308
149,1728.64,1.36772,2.41755,1.81155,0.42812,0.32022,0.30057,0.1378,1.99738,2.73908,2.41202,0.00101025,0.00101025,0.00101025
150,1740.24,1.38937,2.46216,1.81418,0.37114,0.32806,0.29014,0.13456,1.93865,2.69836,2.27161,0.00100742,0.00100742,0.00100742
151,1751.93,1.35695,2.43969,1.80974,0.294,0.37347,0.26605,0.12241,1.95613,2.7996,2.32766,0.00100459,0.00100459,0.00100459
152,1763.74,1.35704,2.41476,1.78594,0.34078,0.34937,0.30148,0.14658,2.05028,2.63456,2.42323,0.00100176,0.00100176,0.00100176
153,1775.52,1.38193,2.44614,1.80698,0.33876,0.35369,0.30686,0.14714,2.01053,2.66848,2.41779,0.000998928,0.000998928,0.000998928
154,1787.15,1.35284,2.40417,1.77902,0.542,0.26211,0.31151,0.13107,1.91943,2.80617,2.24362,0.000996099,0.000996099,0.000996099
155,1798.79,1.37798,2.4225,1.80291,0.45884,0.33599,0.34387,0.15892,1.9828,2.70163,2.31808,0.000993269,0.000993269,0.000993269
156,1810.31,1.37107,2.38104,1.79545,0.35043,0.32363,0.27916,0.12916,1.93268,2.7102,2.2932,0.00099044,0.00099044,0.00099044
157,1821.79,1.37022,2.40678,1.80246,0.40152,0.28528,0.31852,0.15408,2.00194,2.79343,2.31908,0.00098761,0.00098761,0.00098761
158,1833.66,1.33723,2.40204,1.7783,0.4939,0.25846,0.27817,0.13947,1.94852,2.85714,2.31521,0.000984781,0.000984781,0.000984781
159,1845.33,1.36736,2.38306,1.80025,0.40298,0.28412,0.3104,0.15063,1.94647,2.75938,2.3126,0.000981952,0.000981952,0.000981952
160,1857.13,1.36022,2.38714,1.78263,0.41691,0.33608,0.34928,0.14627,1.97211,2.74105,2.32544,0.000979122,0.000979122,0.000979122
161,1868.7,1.35304,2.33655,1.77067,0.29945,0.28947,0.30519,0.1444,1.96681,2.68872,2.33595,0.000976293,0.000976293,0.000976293
162,1880.18,1.36152,2.35398,1.77409,0.49028,0.254,0.31561,0.15185,1.98239,2.75593,2.35752,0.000973463,0.000973463,0.000973463
163,1891.83,1.36122,2.33516,1.78286,0.31717,0.30039,0.28923,0.14733,2.02213,2.73769,2.43699,0.000970634,0.000970634,0.000970634
164,1903.35,1.33808,2.31765,1.76482,0.54575,0.28036,0.32335,0.14071,2.02288,2.71545,2.45753,0.000967805,0.000967805,0.000967805
165,1914.93,1.37134,2.33361,1.78879,0.39284,0.30577,0.29698,0.13216,2.02016,2.76773,2.40778,0.000964975,0.000964975,0.000964975
166,1926.41,1.36225,2.34136,1.77019,0.57838,0.23511,0.31426,0.13704,2.05599,2.76283,2.40103,0.000962146,0.000962146,0.000962146
167,1937.73,1.36198,2.37078,1.78778,0.2912,0.2819,0.24702,0.10921,2.05375,2.86905,2.41313,0.000959316,0.000959316,0.000959316
168,1949.28,1.33928,2.30182,1.77482,0.35841,0.32901,0.28692,0.1359,2.04352,2.71361,2.40082,0.000956487,0.000956487,0.000956487
169,1961.02,1.35781,2.3144,1.78954,0.43039,0.30454,0.30178,0.14177,2.03414,2.74683,2.44872,0.000953657,0.000953657,0.000953657
170,1972.68,1.35259,2.33811,1.78901,0.41826,0.3157,0.3435,0.15943,2.09167,2.65183,2.44893,0.000950828,0.000950828,0.000950828
171,1984.35,1.31752,2.33287,1.75697,0.31874,0.33261,0.27427,0.12534,2.06671,2.62657,2.4279,0.000947999,0.000947999,0.000947999
172,1996.06,1.35085,2.31918,1.78636,0.40476,0.34992,0.33117,0.15103,2.04566,2.54695,2.38588,0.000945169,0.000945169,0.000945169
173,2007.68,1.30929,2.29465,1.74607,0.42161,0.33339,0.33425,0.15536,1.9828,2.6298,2.32088,0.00094234,0.00094234,0.00094234
174,2019.24,1.31578,2.27813,1.75432,0.44808,0.32067,0.31865,0.15438,1.99833,2.7647,2.35407,0.00093951,0.00093951,0.00093951
175,2030.91,1.33037,2.27455,1.75747,0.35473,0.28143,0.31378,0.14388,2.01281,2.63749,2.36405,0.000936681,0.000936681,0.000936681
176,2042.49,1.34408,2.32142,1.77675,0.44606,0.34205,0.32607,0.1508,2.01568,2.68844,2.36144,0.000933851,0.000933851,0.000933851
177,2054.15,1.34424,2.30028,1.76368,0.39379,0.33644,0.32889,0.15252,1.97421,2.70476,2.36468,0.000931022,0.000931022,0.000931022
178,2066.11,1.3343,2.32429,1.77922,0.4173,0.24197,0.27231,0.13529,2.0184,2.62844,2.32191,0.000928193,0.000928193,0.000928193
179,2077.7,1.31025,2.27598,1.75281,0.39307,0.29512,0.30932,0.14399,2.06187,2.76888,2.42306,0.000925363,0.000925363,0.000925363
180,2089.23,1.33738,2.25451,1.76436,0.28749,0.37331,0.31175,0.14225,2.04545,2.67208,2.39512,0.000922534,0.000922534,0.000922534
181,2100.85,1.32115,2.26485,1.76326,0.30773,0.32662,0.27983,0.13862,1.98164,2.78249,2.35228,0.000919704,0.000919704,0.000919704
182,2112.74,1.32548,2.24316,1.75238,0.29547,0.35123,0.25313,0.11108,2.08843,2.69746,2.41797,0.000916875,0.000916875,0.000916875
183,2124.44,1.31357,2.24993,1.74781,0.33458,0.34272,0.33179,0.16296,2.0128,2.65581,2.40455,0.000914046,0.000914046,0.000914046
184,2135.94,1.33844,2.267,1.7621,0.47743,0.30529,0.32839,0.15562,2.08916,2.63169,2.4593,0.000911216,0.000911216,0.000911216
