epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,444.992,1.39564,2.35872,1.79092,0.3299,0.29232,0.28439,0.13944,1.68303,2.59575,2.1077,0.00131582,0.00131582,0.00131582
42,456.021,1.43729,2.38415,1.8248,0.36656,0.31795,0.29219,0.12007,1.84728,2.51418,2.17157,0.00131299,0.00131299,0.00131299
43,467.075,1.4309,2.35163,1.8132,0.35478,0.34997,0.30023,0.14851,1.78705,2.58299,2.13793,0.00131016,0.00131016,0.00131016
44,478.213,1.40791,2.41671,1.80659,0.33883,0.29466,0.24936,0.12397,1.76731,2.61006,2.13808,0.00130733,0.00130733,0.00130733
45,489.139,1.39657,2.37061,1.79812,0.30902,0.3296,0.31832,0.16649,1.81316,2.522,2.15732,0.00130451,0.00130451,0.00130451
46,499.896,1.40973,2.37634,1.81258,0.28341,0.27696,0.19913,0.08223,1.8572,2.82764,2.3255,0.00130168,0.00130168,0.00130168
47,510.852,1.39604,2.3227,1.79492,0.28501,0.31867,0.29097,0.14209,1.82623,2.57207,2.18763,0.00129885,0.00129885,0.00129885
48,521.846,1.40215,2.34491,1.81167,0.28146,0.42554,0.28625,0.1343,1.82262,2.63086,2.30571,0.00129602,0.00129602,0.00129602
49,532.917,1.39849,2.29924,1.78071,0.36731,0.3364,0.29195,0.14085,1.77287,2.66493,2.19201,0.00129319,0.00129319,0.00129319
50,544.028,1.41465,2.3195,1.80377,0.26474,0.29921,0.22111,0.10255,1.77802,2.71406,2.20965,0.00129036,0.00129036,0.00129036
51,555.35,1.39098,2.28427,1.77916,0.2876,0.33929,0.28109,0.12565,1.82497,2.56625,2.15203,0.00128753,0.00128753,0.00128753
52,566.596,1.39302,2.28494,1.79479,0.3424,0.39792,0.33987,0.15798,1.71598,2.50248,2.15218,0.0012847,0.0012847,0.0012847
53,578.118,1.36915,2.25782,1.7742,0.3726,0.35498,0.3526,0.17927,1.77125,2.39657,2.14608,0.00128187,0.00128187,0.00128187
54,589.067,1.39026,2.25578,1.7929,0.29086,0.34834,0.29409,0.14527,1.7556,2.54666,2.15354,0.00127904,0.00127904,0.00127904
55,600.104,1.37076,2.25013,1.77115,0.40144,0.36254,0.33614,0.16053,1.79276,2.48644,2.10442,0.00127621,0.00127621,0.00127621
56,611.307,1.38326,2.22459,1.76657,0.283,0.35309,0.25585,0.11886,1.85701,2.58319,2.2013,0.00127338,0.00127338,0.00127338
57,622.714,1.38941,2.24386,1.77403,0.39379,0.3431,0.32122,0.15312,1.76061,2.43642,2.13869,0.00127055,0.00127055,0.00127055
58,633.688,1.36985,2.23126,1.75275,0.10586,0.19943,0.09767,0.04818,2.05301,3.33515,2.44867,0.00126772,0.00126772,0.00126772
59,644.786,1.37624,2.20833,1.76203,0.27124,0.28065,0.2365,0.11661,1.91798,2.75014,2.26521,0.00126489,0.00126489,0.00126489
60,655.868,1.37134,2.18857,1.75675,0.20594,0.23848,0.14975,0.06011,2.05643,3.26681,2.46405,0.00126206,0.00126206,0.00126206
61,667.222,1.37977,2.19222,1.77864,0.48958,0.32882,0.35315,0.17463,1.74252,2.47809,2.10906,0.00125923,0.00125923,0.00125923
62,678.585,1.36461,2.2011,1.76471,0.45243,0.34057,0.36248,0.17511,1.79119,2.42963,2.1419,0.00125641,0.00125641,0.00125641
63,689.854,1.36524,2.14614,1.74974,0.3498,0.3296,0.31809,0.15329,1.77176,2.54434,2.16322,0.00125358,0.00125358,0.00125358
64,700.797,1.36997,2.18144,1.76576,0.32671,0.43727,0.37066,0.18428,1.70488,2.44806,2.11673,0.00125075,0.00125075,0.00125075
65,712.057,1.38198,2.17857,1.77509,0.30715,0.31219,0.25083,0.12343,1.7549,2.64811,2.13433,0.00124792,0.00124792,0.00124792
66,723.1,1.36615,2.17887,1.75529,0.42429,0.28957,0.27744,0.1275,1.82451,2.48956,2.1448,0.00124509,0.00124509,0.00124509
67,734.266,1.35508,2.12978,1.73605,0.58715,0.36211,0.43274,0.20214,1.79481,2.29631,2.11943,0.00124226,0.00124226,0.00124226
68,745.448,1.37169,2.12275,1.75479,0.45669,0.36866,0.38056,0.19078,1.79732,2.33742,2.09949,0.00123943,0.00123943,0.00123943
69,756.499,1.34209,2.06471,1.7174,0.34001,0.41468,0.37623,0.1917,1.74612,2.37745,2.12771,0.0012366,0.0012366,0.0012366
70,767.741,1.35737,2.10521,1.73448,0.45923,0.41506,0.45719,0.21772,1.73538,2.24341,2.07102,0.00123377,0.00123377,0.00123377
71,778.713,1.3196,2.08725,1.72926,0.34007,0.35132,0.31763,0.15375,1.86802,2.5179,2.19834,0.00123094,0.00123094,0.00123094
72,789.656,1.3269,2.07701,1.73185,0.38353,0.32265,0.31033,0.15904,1.79783,2.5053,2.15727,0.00122811,0.00122811,0.00122811
73,800.794,1.33376,2.05843,1.71145,0.38842,0.41451,0.39691,0.21068,1.75563,2.30043,2.10751,0.00122528,0.00122528,0.00122528
74,812.103,1.34412,2.05282,1.72896,0.49313,0.46728,0.45351,0.22008,1.72993,2.28586,2.10986,0.00122245,0.00122245,0.00122245
75,823.076,1.37009,2.10078,1.7426,0.44651,0.46318,0.4499,0.23399,1.68025,2.26413,2.05356,0.00121962,0.00121962,0.00121962
76,834.045,1.33824,2.07872,1.72528,0.39988,0.37474,0.3489,0.17596,1.8086,2.48068,2.15995,0.00121679,0.00121679,0.00121679
77,845.206,1.31736,2.04059,1.71664,0.42228,0.399,0.3805,0.18293,1.77942,2.3699,2.15439,0.00121396,0.00121396,0.00121396
78,856.182,1.34101,2.04781,1.72486,0.50225,0.40085,0.44628,0.22812,1.73088,2.18218,2.09813,0.00121113,0.00121113,0.00121113
79,867.28,1.31339,2.04136,1.71814,0.46079,0.42081,0.41831,0.22358,1.71422,2.25643,2.09899,0.00120831,0.00120831,0.00120831
80,878.316,1.31541,2.03905,1.71767,0.52102,0.39429,0.44171,0.22309,1.71233,2.27333,2.08927,0.00120548,0.00120548,0.00120548
81,889.32,1.33657,2.02913,1.71383,0.47557,0.42804,0.43176,0.20441,1.78108,2.29065,2.11197,0.00120265,0.00120265,0.00120265
82,900.346,1.34175,2.02819,1.72037,0.34478,0.39967,0.35271,0.1745,1.79587,2.52519,2.15108,0.00119982,0.00119982,0.00119982
83,911.394,1.33599,1.99354,1.71133,0.40079,0.33714,0.30305,0.14642,1.90631,2.67463,2.25399,0.00119699,0.00119699,0.00119699
84,922.805,1.3442,1.98912,1.72434,0.43162,0.4729,0.46268,0.23962,1.75291,2.17104,2.06603,0.00119416,0.00119416,0.00119416
85,934.064,1.31977,1.96266,1.69187,0.5557,0.37277,0.40253,0.21274,1.8524,2.39536,2.16709,0.00119133,0.00119133,0.00119133
86,944.964,1.33684,1.9553,1.69315,0.46171,0.37566,0.41989,0.21346,1.79208,2.35525,2.15702,0.0011885,0.0011885,0.0011885
87,956.172,1.29965,1.9939,1.69481,0.47261,0.42423,0.45194,0.22742,1.71226,2.22033,2.06851,0.00118567,0.00118567,0.00118567
88,967.163,1.30387,1.93478,1.69003,0.59489,0.36868,0.44209,0.2187,1.78919,2.28384,2.12995,0.00118284,0.00118284,0.00118284
89,978.36,1.32047,1.93769,1.70971,0.51662,0.50768,0.51417,0.27192,1.68151,2.10389,2.01439,0.00118001,0.00118001,0.00118001
90,989.543,1.30737,1.9275,1.68344,0.63671,0.39203,0.48493,0.26505,1.71069,2.15314,2.10613,0.00117718,0.00117718,0.00117718
91,1000.6,1.31202,1.92,1.69556,0.47997,0.42637,0.4428,0.2297,1.75508,2.19402,2.09531,0.00117435,0.00117435,0.00117435
92,1011.98,1.33423,1.9462,1.69681,0.48584,0.37518,0.43049,0.21603,1.76964,2.29123,2.10633,0.00117152,0.00117152,0.00117152
93,1023.28,1.28405,1.8967,1.67456,0.46425,0.47337,0.45371,0.23378,1.7278,2.22143,2.08116,0.00116869,0.00116869,0.00116869
94,1034.44,1.31818,1.86278,1.69712,0.44218,0.51027,0.46564,0.22131,1.7843,2.1963,2.13467,0.00116586,0.00116586,0.00116586
95,1045.73,1.29178,1.86913,1.69073,0.50072,0.49579,0.46428,0.23627,1.79731,2.29912,2.148,0.00116303,0.00116303,0.00116303
96,1057.17,1.32018,1.97086,1.68503,0.51841,0.44357,0.4598,0.23159,1.73371,2.2081,2.09387,0.00116021,0.00116021,0.00116021
97,1068.38,1.28355,1.90355,1.67227,0.4738,0.47981,0.48436,0.2465,1.76071,2.11379,2.09648,0.00115738,0.00115738,0.00115738
98,1079.37,1.26455,1.85531,1.65238,0.50027,0.40411,0.42907,0.21179,1.7603,2.27676,2.09769,0.00115455,0.00115455,0.00115455
99,1090.45,1.28052,1.83895,1.65275,0.56691,0.39488,0.48744,0.24854,1.76577,2.0647,2.07447,0.00115172,0.00115172,0.00115172
100,1101.56,1.25321,1.83421,1.63411,0.51327,0.49664,0.50893,0.27452,1.68259,2.12125,2.01313,0.00114889,0.00114889,0.00114889
101,1112.66,1.26964,1.85445,1.65699,0.46475,0.53155,0.51993,0.28286,1.71647,2.04444,2.07286,0.00114606,0.00114606,0.00114606
102,1123.9,1.24857,1.81964,1.64025,0.43692,0.49175,0.48118,0.24948,1.74968,2.16364,2.09054,0.00114323,0.00114323,0.00114323
103,1134.98,1.28685,1.82851,1.65618,0.50004,0.3319,0.39301,0.19377,1.84818,2.31799,2.13467,0.0011404,0.0011404,0.0011404
104,1146.06,1.25996,1.81754,1.6302,0.55832,0.46642,0.50365,0.26876,1.75473,2.03085,2.11142,0.00113757,0.00113757,0.00113757
105,1157.11,1.27171,1.82753,1.65326,0.47577,0.49031,0.51482,0.26854,1.71078,2.11216,2.10507,0.00113474,0.00113474,0.00113474
106,1168.27,1.2287,1.77033,1.61838,0.62421,0.4991,0.55128,0.2989,1.74764,1.96623,2.09934,0.00113191,0.00113191,0.00113191
107,1179.31,1.25038,1.746,1.62126,0.62042,0.44587,0.50663,0.25928,1.814,2.1465,2.14028,0.00112908,0.00112908,0.00112908
108,1190.45,1.29273,1.8277,1.66555,0.54794,0.48569,0.50381,0.26317,1.72072,2.11416,2.06143,0.00112625,0.00112625,0.00112625
109,1201.54,1.22632,1.77387,1.62605,0.49696,0.47788,0.48463,0.24552,1.79817,2.1789,2.16858,0.00112342,0.00112342,0.00112342
110,1212.65,1.26132,1.79982,1.6368,0.41686,0.47162,0.40285,0.20496,1.92272,2.34758,2.23132,0.00112059,0.00112059,0.00112059
111,1223.99,1.24722,1.74317,1.62611,0.56163,0.4941,0.53951,0.26836,1.76027,1.96416,2.07001,0.00111776,0.00111776,0.00111776
112,1235.19,1.21788,1.72278,1.61075,0.50961,0.41445,0.44501,0.22185,1.81466,2.32076,2.24611,0.00111493,0.00111493,0.00111493
113,1246.26,1.24875,1.74169,1.64392,0.61452,0.48763,0.54724,0.288,1.73422,1.99659,2.07893,0.0011121,0.0011121,0.0011121
114,1257.27,1.25732,1.71958,1.6213,0.54699,0.54496,0.537,0.29649,1.81406,2.05854,2.15035,0.00110928,0.00110928,0.00110928
115,1268.44,1.28755,1.79132,1.645,0.48603,0.39966,0.43326,0.22237,1.81397,2.38735,2.17565,0.00110645,0.00110645,0.00110645
116,1279.51,1.24328,1.75304,1.62385,0.6029,0.47049,0.52246,0.2675,1.78533,2.11759,2.17646,0.00110362,0.00110362,0.00110362
117,1290.52,1.20887,1.71875,1.5939,0.56585,0.565,0.57361,0.30506,1.72996,1.91779,2.03733,0.00110079,0.00110079,0.00110079
118,1301.6,1.233,1.71295,1.61812,0.61197,0.48325,0.53189,0.29067,1.73876,2.03225,2.06532,0.00109796,0.00109796,0.00109796
119,1312.86,1.24283,1.73943,1.61432,0.57548,0.51679,0.51239,0.27302,1.75497,2.08212,2.09751,0.00109513,0.00109513,0.00109513
120,1324.13,1.27098,1.72865,1.6274,0.57519,0.53373,0.5457,0.27821,1.81521,1.92244,2.11858,0.0010923,0.0010923,0.0010923
121,1335.22,1.23224,1.72214,1.61881,0.5642,0.45314,0.47219,0.25814,1.84847,2.2247,2.22663,0.00108947,0.00108947,0.00108947
122,1346.4,1.21499,1.6915,1.58981,0.5722,0.51366,0.54376,0.30116,1.7962,2.0486,2.14098,0.00108664,0.00108664,0.00108664
123,1357.42,1.2055,1.69541,1.58268,0.5886,0.54882,0.56249,0.30232,1.72557,1.92741,2.0322,0.00108381,0.00108381,0.00108381
124,1368.48,1.23321,1.73165,1.61317,0.48419,0.42201,0.4289,0.21694,2.00759,2.4169,2.28569,0.00108098,0.00108098,0.00108098
125,1379.82,1.23966,1.76073,1.61628,0.54132,0.48037,0.47915,0.23721,1.84133,2.15654,2.1335,0.00107815,0.00107815,0.00107815
126,1390.85,1.23297,1.68942,1.61342,0.50759,0.48241,0.49575,0.25959,1.77246,2.02001,2.10063,0.00107532,0.00107532,0.00107532
127,1402,1.21408,1.63136,1.5912,0.52031,0.51094,0.54038,0.28301,1.79332,1.94562,2.11972,0.00107249,0.00107249,0.00107249
128,1413.11,1.22592,1.70205,1.60965,0.48776,0.50733,0.50863,0.2633,1.79584,1.9941,2.08874,0.00106966,0.00106966,0.00106966
129,1424.25,1.19319,1.6712,1.593,0.60245,0.44316,0.52166,0.29247,1.72714,2.00624,2.04555,0.00106683,0.00106683,0.00106683
130,1435.55,1.2005,1.61402,1.5739,0.52625,0.46606,0.49319,0.25244,1.93172,2.21435,2.27413,0.001064,0.001064,0.001064
131,1446.92,1.23884,1.67771,1.60766,0.53789,0.47732,0.53263,0.28918,1.78367,1.98607,2.10508,0.00106118,0.00106118,0.00106118
132,1457.98,1.24971,1.68802,1.60664,0.66233,0.5299,0.57376,0.30465,1.73015,1.8976,2.06347,0.00105835,0.00105835,0.00105835
133,1469.31,1.21959,1.63258,1.58671,0.5234,0.56142,0.55876,0.31022,1.74916,1.94158,2.05858,0.00105552,0.00105552,0.00105552
134,1480.45,1.15436,1.56152,1.54539,0.52009,0.5468,0.52694,0.29914,1.71283,2.00219,2.05593,0.00105269,0.00105269,0.00105269
135,1491.88,1.19407,1.62606,1.58713,0.55104,0.55872,0.54498,0.28959,1.7287,1.93572,2.06655,0.00104986,0.00104986,0.00104986
136,1503.02,1.19,1.57869,1.57405,0.55402,0.53688,0.55849,0.31056,1.76458,1.87714,2.10146,0.00104703,0.00104703,0.00104703
137,1514.11,1.19422,1.58658,1.56875,0.57508,0.47481,0.51007,0.26863,1.79564,2.15426,2.14778,0.0010442,0.0010442,0.0010442
138,1525.18,1.19167,1.58676,1.56739,0.4864,0.51187,0.50801,0.25998,1.85723,2.04101,2.15314,0.00104137,0.00104137,0.00104137
139,1536.4,1.17386,1.5785,1.54929,0.48635,0.57893,0.53679,0.28324,1.73908,2.06227,2.1118,0.00103854,0.00103854,0.00103854
140,1547.6,1.18177,1.57116,1.56376,0.58968,0.45032,0.46659,0.24658,1.94845,2.21985,2.23661,0.00103571,0.00103571,0.00103571
141,1558.68,1.16948,1.55797,1.54986,0.58526,0.53027,0.55678,0.27487,1.78014,1.9602,2.10292,0.00103288,0.00103288,0.00103288
142,1569.9,1.14971,1.52045,1.54053,0.5602,0.51793,0.54219,0.26811,1.86805,2.07337,2.17771,0.00103005,0.00103005,0.00103005
143,1581.16,1.15664,1.5633,1.55275,0.60016,0.51634,0.53296,0.28774,1.81306,2.00327,2.14288,0.00102722,0.00102722,0.00102722
144,1592.14,1.15722,1.5178,1.53672,0.52728,0.492,0.55498,0.296,1.83348,1.96328,2.2136,0.00102439,0.00102439,0.00102439
145,1603.33,1.16346,1.49859,1.54142,0.5294,0.44091,0.44938,0.21695,1.95686,2.28763,2.32301,0.00102156,0.00102156,0.00102156
146,1614.76,1.16213,1.50722,1.53986,0.56405,0.56234,0.56248,0.29267,1.78349,1.95,2.11017,0.00101873,0.00101873,0.00101873
147,1625.8,1.1622,1.50754,1.53874,0.44045,0.38376,0.40407,0.21311,1.88385,2.42487,2.27536,0.0010159,0.0010159,0.0010159
148,1636.96,1.12849,1.47494,1.5099,0.64191,0.47881,0.56161,0.28238,1.81761,1.9153,2.16289,0.00101308,0.00101308,0.00101308
149,1648.07,1.15807,1.52089,1.54303,0.59149,0.51151,0.52401,0.27101,1.85968,2.06388,2.20276,0.00101025,0.00101025,0.00101025
150,1659.26,1.17427,1.55867,1.56172,0.56706,0.53531,0.56145,0.29115,1.79866,1.98118,2.188,0.00100742,0.00100742,0.00100742
151,1670.58,1.14961,1.51831,1.54263,0.57825,0.47814,0.5015,0.26328,1.83113,2.06452,2.1693,0.00100459,0.00100459,0.00100459
152,1681.97,1.12732,1.47579,1.515,0.49588,0.52838,0.50846,0.27149,1.85023,2.10008,2.17999,0.00100176,0.00100176,0.00100176
153,1693.43,1.16725,1.56211,1.55415,0.46866,0.49123,0.49114,0.24303,1.82894,2.12295,2.23617,0.000998928,0.000998928,0.000998928
154,1704.79,1.15103,1.52648,1.53604,0.53295,0.53802,0.52224,0.29091,1.78915,2.03532,2.15601,0.000996099,0.000996099,0.000996099
155,1715.72,1.14635,1.52731,1.53952,0.64369,0.55626,0.59682,0.32404,1.77141,1.85157,2.12459,0.000993269,0.000993269,0.000993269
156,1726.99,1.13464,1.47362,1.52015,0.37642,0.37255,0.35006,0.17883,2.01997,2.74946,2.43754,0.00099044,0.00099044,0.00099044
157,1738.14,1.14564,1.50831,1.52147,0.60475,0.46491,0.5317,0.28085,1.80597,2.02931,2.15068,0.00098761,0.00098761,0.00098761
158,1749.25,1.13631,1.47407,1.50659,0.56001,0.52575,0.53992,0.29647,1.76282,1.93356,2.11198,0.000984781,0.000984781,0.000984781
159,1760.3,1.12734,1.4912,1.50849,0.66289,0.45584,0.54395,0.30555,1.77327,1.92164,2.11199,0.000981952,0.000981952,0.000981952
160,1771.55,1.14913,1.44855,1.52033,0.64683,0.54954,0.58433,0.30698,1.81164,1.91489,2.16078,0.000979122,0.000979122,0.000979122
161,1782.59,1.16757,1.49772,1.54108,0.55029,0.56248,0.56515,0.28931,1.80639,1.9707,2.13665,0.000976293,0.000976293,0.000976293
162,1793.82,1.14784,1.48455,1.5279,0.59821,0.50696,0.55983,0.29647,1.88506,2.02787,2.20326,0.000973463,0.000973463,0.000973463
163,1804.93,1.13808,1.48772,1.53101,0.43928,0.40955,0.389,0.1955,1.93608,2.49684,2.33924,0.000970634,0.000970634,0.000970634
164,1816.32,1.12487,1.45403,1.50667,0.55074,0.53887,0.56047,0.30607,1.78999,2.00015,2.14538,0.000967805,0.000967805,0.000967805
165,1827.52,1.13915,1.44389,1.49731,0.60028,0.51866,0.56395,0.29944,1.82493,1.92397,2.13729,0.000964975,0.000964975,0.000964975
166,1838.63,1.14219,1.42889,1.49525,0.58379,0.50011,0.55324,0.28173,1.80892,1.93428,2.14901,0.000962146,0.000962146,0.000962146
167,1849.68,1.12259,1.43123,1.50348,0.4976,0.38557,0.40502,0.20128,1.94591,2.35378,2.27308,0.000959316,0.000959316,0.000959316
168,1860.83,1.09443,1.44831,1.48013,0.59318,0.48714,0.5319,0.28023,1.86471,1.96306,2.19371,0.000956487,0.000956487,0.000956487
169,1872.19,1.11539,1.42796,1.49956,0.67034,0.52696,0.58996,0.30781,1.7961,1.9633,2.1507,0.000953657,0.000953657,0.000953657
170,1883.33,1.13271,1.44907,1.51083,0.64958,0.53818,0.59029,0.3069,1.81881,1.81392,2.16856,0.000950828,0.000950828,0.000950828
171,1894.8,1.10955,1.41697,1.50708,0.64057,0.53905,0.5862,0.30728,1.75493,1.92496,2.13907,0.000947999,0.000947999,0.000947999
172,1906.05,1.11321,1.40871,1.49086,0.6966,0.56305,0.61656,0.32582,1.79233,1.91827,2.11844,0.000945169,0.000945169,0.000945169
173,1917.24,1.08716,1.35162,1.46796,0.66646,0.52658,0.59038,0.31102,1.81948,1.90614,2.17946,0.00094234,0.00094234,0.00094234
174,1928.54,1.08807,1.37142,1.4724,0.61057,0.53209,0.56888,0.31523,1.8217,1.86621,2.14785,0.00093951,0.00093951,0.00093951
175,1939.8,1.09068,1.3577,1.45989,0.63661,0.59243,0.60884,0.3103,1.82604,1.83539,2.13255,0.000936681,0.000936681,0.000936681
176,1950.98,1.08112,1.35144,1.4667,0.65891,0.52487,0.58448,0.29396,1.84486,1.92755,2.16912,0.000933851,0.000933851,0.000933851
177,1962.21,1.09515,1.36459,1.48066,0.56334,0.52997,0.55039,0.27815,1.86985,1.98393,2.2163,0.000931022,0.000931022,0.000931022
178,1973.47,1.08353,1.36551,1.46507,0.48499,0.52089,0.52287,0.2904,1.83104,2.07754,2.23296,0.000928193,0.000928193,0.000928193
179,1984.68,1.09702,1.37673,1.48324,0.57902,0.59416,0.57415,0.29759,1.86461,1.90416,2.16589,0.000925363,0.000925363,0.000925363
180,1995.83,1.07221,1.33936,1.45582,0.60702,0.58334,0.59228,0.30354,1.83482,1.88861,2.1771,0.000922534,0.000922534,0.000922534
181,2006.94,1.08854,1.33619,1.46891,0.59984,0.58952,0.61892,0.31266,1.80704,1.79405,2.15976,0.000919704,0.000919704,0.000919704
182,2018.27,1.08016,1.33073,1.45952,0.58349,0.58785,0.60515,0.3187,1.84495,1.83528,2.17307,0.000916875,0.000916875,0.000916875
183,2029.59,1.05184,1.34388,1.46191,0.42377,0.34178,0.3005,0.15051,2.10584,3.13167,2.55763,0.000914046,0.000914046,0.000914046
184,2041.11,1.09484,1.31829,1.4597,0.49033,0.50209,0.47227,0.23884,1.92494,2.27942,2.31374,0.000911216,0.000911216,0.000911216
