epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,230.708,1.59115,2.82191,1.96093,0.13592,0.18873,0.10597,0.03953,1.92446,3.06094,2.34859,0.00976487,0.00976487,0.00976487
21,242.149,1.55223,2.74802,1.92553,0.08591,0.22773,0.1056,0.03587,1.86945,3.08045,2.25283,0.0097525,0.0097525,0.0097525
22,253.769,1.5959,2.77906,1.9502,0.21795,0.18946,0.13832,0.05284,1.9442,2.86605,2.28095,0.00974013,0.00974013,0.00974013
23,265.227,1.56459,2.75578,1.93045,0.17177,0.17373,0.12052,0.04778,1.85608,2.929,2.22316,0.00972775,0.00972775,0.00972775
24,276.86,1.55368,2.74431,1.93839,0.22845,0.28141,0.15818,0.06224,1.83951,2.75771,2.31479,0.00971538,0.00971538,0.00971538
25,288.432,1.51811,2.71119,1.90576,0.22429,0.16881,0.13444,0.05048,1.88844,2.93661,2.29197,0.009703,0.009703,0.009703
26,300.099,1.52664,2.69872,1.90672,0.21154,0.28823,0.16704,0.06187,1.91527,2.91042,2.23578,0.00969063,0.00969063,0.00969063
27,311.841,1.54688,2.69565,1.92125,0.18996,0.17324,0.13605,0.05184,1.87969,2.7729,2.20947,0.00967825,0.00967825,0.00967825
28,323.544,1.54489,2.66836,1.90218,0.26774,0.2745,0.20663,0.08199,1.85911,2.75374,2.23179,0.00966588,0.00966588,0.00966588
29,335.293,1.5373,2.65927,1.90956,0.22801,0.33666,0.22228,0.09724,1.78656,2.63893,2.18622,0.0096535,0.0096535,0.0096535
30,346.989,1.53462,2.64539,1.91767,0.27552,0.28341,0.22171,0.09369,1.80448,2.63159,2.22526,0.00964113,0.00964113,0.00964113
31,358.956,1.54426,2.65197,1.91083,0.20657,0.2537,0.17205,0.07451,1.79465,2.64924,2.17858,0.00962875,0.00962875,0.00962875
32,370.799,1.53296,2.62921,1.8999,0.25723,0.32323,0.20645,0.08549,1.83399,2.61376,2.24822,0.00961637,0.00961637,0.00961637
33,382.74,1.52845,2.60212,1.9122,0.20793,0.24416,0.18235,0.07785,1.7778,2.74887,2.17452,0.009604,0.009604,0.009604
34,394.662,1.50575,2.60707,1.89027,0.24074,0.33045,0.22322,0.10806,1.79448,2.76038,2.21395,0.00959163,0.00959163,0.00959163
35,406.436,1.48099,2.66068,1.88437,0.21032,0.26458,0.15435,0.05379,1.90494,3.00724,2.22943,0.00957925,0.00957925,0.00957925
36,418.021,1.50766,2.60124,1.8888,0.31727,0.25961,0.23725,0.10831,1.7623,2.61287,2.16989,0.00956688,0.00956688,0.00956688
37,429.563,1.48673,2.61043,1.87339,0.27769,0.28901,0.23405,0.10921,1.73691,2.62893,2.19006,0.0095545,0.0095545,0.0095545
38,441.313,1.48245,2.54138,1.87056,0.34636,0.30826,0.26559,0.12766,1.79505,2.63108,2.19224,0.00954213,0.00954213,0.00954213
39,453.005,1.50086,2.5085,1.86383,0.37546,0.33162,0.32766,0.16269,1.73123,2.39127,2.09357,0.00952975,0.00952975,0.00952975
40,464.586,1.48709,2.62023,1.85032,0.31877,0.34254,0.26903,0.12742,1.70685,2.42016,2.07704,0.00951737,0.00951737,0.00951737
41,476.238,1.52161,2.53591,1.89121,0.35224,0.26547,0.29002,0.13264,1.71756,2.44518,2.09041,0.009505,0.009505,0.009505
42,488.011,1.49671,2.48935,1.86917,0.35346,0.36539,0.33567,0.15569,1.71236,2.43156,2.12475,0.00949263,0.00949263,0.00949263
43,499.774,1.48298,2.49815,1.85747,0.38158,0.34158,0.35574,0.18033,1.71217,2.34464,2.11402,0.00948025,0.00948025,0.00948025
44,511.363,1.43069,2.48845,1.79628,0.40924,0.3248,0.32384,0.15427,1.76814,2.42135,2.13839,0.00946788,0.00946788,0.00946788
45,523.411,1.46053,2.48389,1.83674,0.33845,0.2806,0.26807,0.12185,1.69664,2.49074,2.08685,0.0094555,0.0094555,0.0094555
46,535.099,1.48789,2.46325,1.85967,0.33589,0.35932,0.27254,0.135,1.78142,2.58564,2.15088,0.00944313,0.00944313,0.00944313
47,546.711,1.43791,2.53682,1.78831,0.37248,0.37244,0.34632,0.18909,1.73084,2.48721,2.15156,0.00943075,0.00943075,0.00943075
48,558.446,1.49193,2.42491,1.86217,0.30762,0.4473,0.35791,0.17581,1.70725,2.36984,2.08984,0.00941837,0.00941837,0.00941837
49,570.133,1.46415,2.44759,1.85697,0.39366,0.41111,0.40205,0.1851,1.7103,2.3379,2.1258,0.009406,0.009406,0.009406
50,582.009,1.44127,2.38609,1.82147,0.50644,0.38487,0.39204,0.18688,1.72031,2.3648,2.11693,0.00939363,0.00939363,0.00939363
51,593.845,1.46173,2.36391,1.83683,0.43011,0.35436,0.36859,0.1761,1.66832,2.34664,2.04607,0.00938125,0.00938125,0.00938125
52,605.347,1.44234,2.39334,1.81202,0.33739,0.42692,0.38691,0.2015,1.76308,2.53481,2.12212,0.00936888,0.00936888,0.00936888
53,617.15,1.45345,2.39321,1.81634,0.41474,0.4464,0.41135,0.19659,1.71198,2.24943,2.07188,0.0093565,0.0093565,0.0093565
54,629.066,1.4328,2.37765,1.82349,0.40097,0.43325,0.35858,0.17576,1.67016,2.43834,2.1177,0.00934413,0.00934413,0.00934413
55,640.597,1.48209,2.4338,1.89305,0.32941,0.42112,0.3539,0.16698,1.69346,2.3905,2.11365,0.00933175,0.00933175,0.00933175
56,652.124,1.42093,2.33732,1.8079,0.39571,0.36231,0.36368,0.16635,1.68839,2.33295,2.08954,0.00931937,0.00931937,0.00931937
57,663.696,1.43498,2.3616,1.82057,0.4113,0.33975,0.29034,0.14264,1.77673,2.42617,2.1618,0.009307,0.009307,0.009307
58,675.444,1.43319,2.29304,1.80648,0.3745,0.41977,0.35166,0.17032,1.64848,2.27076,2.04601,0.00929462,0.00929462,0.00929462
59,687.17,1.41417,2.36139,1.77947,0.44512,0.36374,0.36264,0.1718,1.76124,2.31439,2.138,0.00928225,0.00928225,0.00928225
60,698.945,1.42707,2.29824,1.79504,0.43697,0.4743,0.43477,0.20827,1.77457,2.15141,2.12211,0.00926988,0.00926988,0.00926988
61,710.692,1.42962,2.2753,1.79212,0.40629,0.45896,0.43536,0.20688,1.74268,2.25139,2.07692,0.0092575,0.0092575,0.0092575
62,722.284,1.45117,2.29397,1.82143,0.48514,0.47112,0.47998,0.24817,1.67449,2.16258,2.02615,0.00924512,0.00924512,0.00924512
63,733.982,1.42205,2.24746,1.79793,0.50959,0.46007,0.46319,0.25339,1.63615,2.13754,2.03494,0.00923275,0.00923275,0.00923275
64,745.568,1.43086,2.22797,1.79524,0.4334,0.48918,0.49744,0.26031,1.68668,2.09726,2.05706,0.00922038,0.00922038,0.00922038
65,757.198,1.40673,2.20257,1.78514,0.4275,0.38993,0.36823,0.18876,1.65995,2.26426,2.07098,0.009208,0.009208,0.009208
66,768.804,1.41083,2.22297,1.78944,0.51436,0.4225,0.47265,0.27061,1.66463,2.20813,2.0211,0.00919562,0.00919562,0.00919562
67,780.612,1.43796,2.25706,1.8078,0.53766,0.48249,0.51076,0.27693,1.62759,2.15848,2.0391,0.00918325,0.00918325,0.00918325
68,792.307,1.42482,2.2561,1.79282,0.50027,0.45558,0.46722,0.25019,1.69027,2.14483,2.06219,0.00917088,0.00917088,0.00917088
69,804.112,1.44444,2.21778,1.80989,0.51043,0.47133,0.48872,0.2429,1.63221,2.09201,2.00915,0.0091585,0.0091585,0.0091585
70,815.903,1.40895,2.20128,1.80246,0.47463,0.46276,0.49312,0.25352,1.73134,2.06826,2.04312,0.00914613,0.00914613,0.00914613
71,827.601,1.41245,2.22535,1.80517,0.51846,0.43569,0.49152,0.24298,1.71146,2.07603,2.05461,0.00913375,0.00913375,0.00913375
72,839.263,1.39638,2.16917,1.78153,0.40095,0.49947,0.44211,0.22966,1.69294,2.11039,2.02635,0.00912138,0.00912138,0.00912138
73,850.966,1.39301,2.17821,1.76761,0.44134,0.51183,0.48174,0.24105,1.70058,2.15445,2.02944,0.009109,0.009109,0.009109
74,862.839,1.40499,2.16819,1.77478,0.51303,0.44393,0.49247,0.25657,1.67246,2.08957,2.00212,0.00909662,0.00909662,0.00909662
75,874.909,1.4,2.20048,1.76894,0.52469,0.4529,0.47529,0.2404,1.68059,2.04869,2.00686,0.00908425,0.00908425,0.00908425
76,886.601,1.39242,2.15545,1.7582,0.52661,0.48702,0.48863,0.2531,1.66561,2.02535,1.97197,0.00907188,0.00907188,0.00907188
77,898.288,1.39957,2.12995,1.76174,0.51334,0.53249,0.49696,0.26655,1.641,2.06637,1.99584,0.0090595,0.0090595,0.0090595
78,909.827,1.37664,2.13216,1.74628,0.57416,0.48653,0.52674,0.28653,1.58517,2.00774,1.96358,0.00904713,0.00904713,0.00904713
79,921.636,1.36404,2.05017,1.73996,0.62634,0.43316,0.51141,0.26852,1.58501,2.16959,1.98177,0.00903475,0.00903475,0.00903475
80,933.371,1.37863,2.12686,1.75781,0.49411,0.53451,0.59744,0.3127,1.62007,1.95934,1.98763,0.00902238,0.00902238,0.00902238
81,945.237,1.39527,2.11173,1.75627,0.58355,0.48765,0.51964,0.27112,1.65542,2.04313,2.06033,0.00901,0.00901,0.00901
82,957.097,1.35111,2.17734,1.71058,0.57255,0.48336,0.53999,0.27222,1.68751,1.98396,2.03562,0.00899762,0.00899762,0.00899762
83,968.697,1.35349,2.03358,1.72628,0.61171,0.54096,0.5959,0.33405,1.62322,1.90002,1.95689,0.00898525,0.00898525,0.00898525
84,980.448,1.37781,2.06863,1.73772,0.70761,0.53594,0.6274,0.33322,1.60413,1.85469,1.93833,0.00897287,0.00897287,0.00897287
85,992.462,1.37369,2.03167,1.74526,0.58768,0.4927,0.56301,0.29908,1.62994,1.95136,1.98069,0.0089605,0.0089605,0.0089605
86,1003.89,1.35035,2.07661,1.74306,0.5826,0.47635,0.54306,0.30517,1.62144,1.92051,1.94647,0.00894812,0.00894812,0.00894812
87,1015.52,1.35823,1.99197,1.71799,0.55888,0.58151,0.59921,0.32211,1.63598,1.87305,1.96504,0.00893575,0.00893575,0.00893575
88,1027.24,1.35543,2.01131,1.71221,0.59349,0.54134,0.5891,0.30967,1.63679,1.94093,1.95692,0.00892338,0.00892338,0.00892338
89,1039.05,1.38308,1.99041,1.72406,0.58433,0.53136,0.55612,0.29102,1.59107,2.01276,1.93726,0.008911,0.008911,0.008911
90,1050.58,1.33399,2.00569,1.70917,0.59001,0.55491,0.58033,0.33015,1.61689,1.87795,1.95589,0.00889863,0.00889863,0.00889863
91,1062.23,1.35497,2.03013,1.72138,0.53491,0.55986,0.58604,0.30605,1.6293,1.9207,1.97103,0.00888625,0.00888625,0.00888625
92,1073.94,1.34771,2.01653,1.70707,0.581,0.51132,0.54361,0.27472,1.67764,1.97639,2.02854,0.00887387,0.00887387,0.00887387
93,1085.66,1.35187,1.99267,1.7128,0.64065,0.56483,0.61125,0.31229,1.62721,1.82583,1.98445,0.0088615,0.0088615,0.0088615
94,1097.34,1.3374,1.945,1.69104,0.5881,0.5011,0.57958,0.30972,1.61008,1.88285,1.99693,0.00884912,0.00884912,0.00884912
95,1109.12,1.33573,1.98731,1.70035,0.55175,0.51351,0.53974,0.2916,1.64672,2.05562,2.04494,0.00883675,0.00883675,0.00883675
96,1120.7,1.37186,1.96351,1.73815,0.66553,0.58217,0.6454,0.36168,1.5416,1.78376,1.89328,0.00882438,0.00882438,0.00882438
97,1132.54,1.3297,1.94883,1.70753,0.67166,0.57464,0.66001,0.38126,1.56838,1.76244,1.90607,0.008812,0.008812,0.008812
98,1144.15,1.3514,1.98111,1.72116,0.69901,0.51033,0.61056,0.34328,1.5691,1.86258,1.90035,0.00879963,0.00879963,0.00879963
99,1155.88,1.33359,1.97245,1.69928,0.50788,0.55772,0.56814,0.31699,1.6103,1.93056,1.93724,0.00878725,0.00878725,0.00878725
100,1167.47,1.32914,1.95336,1.70159,0.60826,0.59547,0.61524,0.34506,1.55864,1.79458,1.89375,0.00877487,0.00877487,0.00877487
101,1178.99,1.33456,1.96786,1.70076,0.54298,0.61481,0.59559,0.32986,1.60124,1.79455,1.9547,0.0087625,0.0087625,0.0087625
102,1190.78,1.30868,1.89458,1.68334,0.62478,0.57431,0.60682,0.32977,1.64309,1.80409,1.95898,0.00875013,0.00875013,0.00875013
103,1202.67,1.29396,1.97284,1.65516,0.64481,0.57602,0.63,0.36321,1.58165,1.81303,1.93248,0.00873775,0.00873775,0.00873775
104,1214.37,1.31329,1.86757,1.67589,0.68878,0.56824,0.62364,0.34109,1.59289,1.82503,1.8983,0.00872538,0.00872538,0.00872538
105,1226.04,1.30847,1.85664,1.68398,0.66218,0.52761,0.6184,0.34036,1.54184,1.83475,1.87344,0.008713,0.008713,0.008713
106,1237.65,1.32119,1.86775,1.68854,0.65521,0.56241,0.60678,0.3494,1.54473,1.82521,1.87917,0.00870063,0.00870063,0.00870063
107,1249.3,1.31542,1.85037,1.67599,0.62496,0.60624,0.64032,0.3723,1.53752,1.75376,1.86709,0.00868825,0.00868825,0.00868825
108,1260.95,1.28887,1.86016,1.65855,0.69341,0.59,0.63598,0.37944,1.54765,1.68119,1.88228,0.00867587,0.00867587,0.00867587
109,1272.47,1.30171,1.82916,1.66608,0.69281,0.58856,0.65515,0.39908,1.47346,1.71992,1.82689,0.0086635,0.0086635,0.0086635
110,1284.25,1.2831,1.82383,1.65482,0.66555,0.54635,0.61131,0.34996,1.51719,1.79355,1.87912,0.00865113,0.00865113,0.00865113
111,1295.91,1.3161,1.80897,1.6683,0.55452,0.52663,0.54136,0.30144,1.57581,1.99728,1.95983,0.00863875,0.00863875,0.00863875
112,1307.35,1.31895,1.86521,1.68972,0.69814,0.55142,0.61675,0.36295,1.51218,1.76845,1.87529,0.00862638,0.00862638,0.00862638
113,1318.96,1.30217,1.80751,1.66548,0.65354,0.60047,0.65241,0.38934,1.52011,1.6906,1.87817,0.008614,0.008614,0.008614
114,1330.5,1.28667,1.81668,1.65943,0.6901,0.60537,0.64834,0.37482,1.51757,1.71301,1.859,0.00860162,0.00860162,0.00860162
115,1342.27,1.26532,1.78762,1.62862,0.68376,0.54206,0.62971,0.37329,1.54564,1.7013,1.8902,0.00858925,0.00858925,0.00858925
116,1354.06,1.29351,1.78261,1.65909,0.69306,0.6052,0.68186,0.3925,1.503,1.57629,1.86707,0.00857687,0.00857687,0.00857687
117,1365.77,1.30355,1.77468,1.64744,0.65558,0.56324,0.63458,0.38175,1.5281,1.72741,1.85328,0.0085645,0.0085645,0.0085645
118,1377.51,1.31724,1.80794,1.66555,0.69179,0.57947,0.65863,0.37372,1.54977,1.70009,1.86427,0.00855213,0.00855213,0.00855213
119,1389.09,1.29984,1.77847,1.64846,0.70229,0.6077,0.67045,0.36432,1.57556,1.70784,1.92918,0.00853975,0.00853975,0.00853975
120,1400.87,1.29073,1.8533,1.64418,0.64879,0.62258,0.65623,0.39211,1.54756,1.67517,1.88553,0.00852738,0.00852738,0.00852738
121,1412.68,1.29688,1.76084,1.63956,0.68802,0.61863,0.66906,0.37458,1.54553,1.70208,1.86837,0.008515,0.008515,0.008515
122,1424.6,1.25972,1.76837,1.62695,0.65956,0.62647,0.66883,0.39391,1.49711,1.63336,1.82565,0.00850262,0.00850262,0.00850262
123,1436.37,1.27645,1.77131,1.62277,0.69108,0.57945,0.64658,0.36946,1.54292,1.69895,1.85486,0.00849025,0.00849025,0.00849025
124,1447.93,1.29212,1.77015,1.63842,0.75485,0.57525,0.66953,0.35629,1.55818,1.72667,1.89271,0.00847787,0.00847787,0.00847787
125,1459.52,1.2623,1.71481,1.63102,0.69313,0.63226,0.66532,0.40162,1.4636,1.62192,1.82082,0.0084655,0.0084655,0.0084655
126,1471.03,1.26028,1.71257,1.62961,0.65395,0.66777,0.68205,0.38232,1.50094,1.62633,1.84469,0.00845313,0.00845313,0.00845313
127,1482.79,1.27047,1.70048,1.62218,0.65763,0.61065,0.6941,0.40498,1.50954,1.59696,1.84267,0.00844075,0.00844075,0.00844075
128,1494.41,1.28547,1.75344,1.64357,0.71078,0.62789,0.704,0.4204,1.47824,1.58712,1.82564,0.00842838,0.00842838,0.00842838
129,1506.05,1.26728,1.74574,1.61932,0.71314,0.59574,0.67179,0.39826,1.48812,1.6525,1.84733,0.008416,0.008416,0.008416
130,1517.79,1.25776,1.69876,1.6112,0.70114,0.60458,0.66486,0.38766,1.50785,1.63198,1.8805,0.00840362,0.00840362,0.00840362
131,1529.46,1.27797,1.70535,1.63996,0.67934,0.61584,0.655,0.38995,1.52801,1.6885,1.86533,0.00839125,0.00839125,0.00839125
132,1541.17,1.30237,1.69564,1.65399,0.76684,0.59866,0.69562,0.43089,1.48482,1.5935,1.78447,0.00837887,0.00837887,0.00837887
133,1552.69,1.24693,1.66757,1.60093,0.71983,0.61985,0.70139,0.42238,1.45589,1.5767,1.8019,0.0083665,0.0083665,0.0083665
134,1564.48,1.21182,1.6584,1.58307,0.74502,0.5049,0.64362,0.39253,1.51259,1.64911,1.85759,0.00835413,0.00835413,0.00835413
135,1576.2,1.22735,1.81866,1.58909,0.70587,0.57075,0.66768,0.39233,1.503,1.64672,1.85176,0.00834175,0.00834175,0.00834175
136,1587.97,1.22178,1.62374,1.58497,0.65866,0.67076,0.69856,0.43247,1.47054,1.54542,1.7956,0.00832937,0.00832937,0.00832937
137,1599.68,1.24564,1.65725,1.61011,0.7026,0.60943,0.68537,0.41346,1.49054,1.57006,1.82419,0.008317,0.008317,0.008317
138,1611.24,1.25737,1.63523,1.61521,0.76311,0.6104,0.6979,0.42612,1.4703,1.58015,1.82507,0.00830462,0.00830462,0.00830462
139,1622.84,1.25299,1.62858,1.6009,0.73115,0.64837,0.72831,0.44268,1.44227,1.51083,1.77874,0.00829225,0.00829225,0.00829225
140,1634.4,1.22922,1.6468,1.59586,0.77376,0.59263,0.70672,0.43758,1.47544,1.536,1.83275,0.00827988,0.00827988,0.00827988
141,1646.08,1.2524,1.66928,1.59437,0.66313,0.67149,0.69439,0.42366,1.48131,1.53132,1.85451,0.0082675,0.0082675,0.0082675
142,1657.92,1.2327,1.63307,1.59103,0.72169,0.63591,0.70542,0.43952,1.47462,1.5195,1.84017,0.00825513,0.00825513,0.00825513
143,1669.71,1.23675,1.6352,1.5904,0.74386,0.59771,0.69827,0.43948,1.44853,1.5054,1.7857,0.00824275,0.00824275,0.00824275
144,1681.19,1.24712,1.60877,1.58404,0.78259,0.66546,0.71615,0.43628,1.42302,1.53182,1.77322,0.00823038,0.00823038,0.00823038
145,1692.72,1.21189,1.62467,1.56453,0.7756,0.64373,0.74188,0.44653,1.46257,1.45722,1.80123,0.008218,0.008218,0.008218
146,1704.49,1.22578,1.61756,1.5775,0.74631,0.65042,0.72765,0.45945,1.43827,1.47751,1.79072,0.00820562,0.00820562,0.00820562
147,1716.05,1.20108,1.65998,1.54552,0.75897,0.6477,0.72879,0.43813,1.4509,1.42315,1.75099,0.00819325,0.00819325,0.00819325
148,1727.82,1.23089,1.57978,1.56893,0.70646,0.67836,0.73365,0.4757,1.40469,1.43379,1.74079,0.00818088,0.00818088,0.00818088
149,1739.59,1.20177,1.54716,1.56687,0.66941,0.67721,0.70147,0.42633,1.44071,1.51189,1.77337,0.0081685,0.0081685,0.0081685
150,1751.39,1.22239,1.5985,1.5789,0.78094,0.59441,0.7144,0.42729,1.46086,1.49375,1.7852,0.00815613,0.00815613,0.00815613
151,1763.17,1.20967,1.58433,1.5705,0.75732,0.6294,0.73087,0.45848,1.39203,1.43831,1.71028,0.00814375,0.00814375,0.00814375
152,1774.98,1.19939,1.58607,1.56764,0.81678,0.63146,0.72787,0.45541,1.44654,1.43934,1.76734,0.00813138,0.00813138,0.00813138
153,1786.63,1.18582,1.54112,1.54725,0.69612,0.66519,0.70952,0.44049,1.48345,1.56564,1.81784,0.008119,0.008119,0.008119
154,1798.45,1.23765,1.63719,1.59335,0.73687,0.65341,0.71942,0.45243,1.48261,1.54481,1.82711,0.00810662,0.00810662,0.00810662
155,1810.19,1.21063,1.5517,1.56445,0.75684,0.63474,0.72254,0.43823,1.45517,1.48115,1.79064,0.00809425,0.00809425,0.00809425
156,1821.89,1.20799,1.5602,1.55756,0.78412,0.58915,0.70348,0.43001,1.49502,1.57506,1.79625,0.00808188,0.00808188,0.00808188
157,1833.57,1.18604,1.51183,1.53635,0.78069,0.68839,0.76107,0.48009,1.41857,1.38096,1.74149,0.0080695,0.0080695,0.0080695
158,1845.29,1.1825,1.51817,1.53518,0.67122,0.68012,0.72191,0.45256,1.39361,1.40419,1.72266,0.00805713,0.00805713,0.00805713
159,1856.94,1.18405,1.53905,1.53633,0.74294,0.67718,0.75171,0.47414,1.37626,1.37352,1.71315,0.00804475,0.00804475,0.00804475
160,1868.51,1.22121,1.53807,1.56805,0.74426,0.68995,0.74127,0.46771,1.40229,1.41206,1.72812,0.00803238,0.00803238,0.00803238
161,1880.09,1.17703,1.49711,1.53232,0.75231,0.63127,0.73166,0.45883,1.41912,1.44936,1.74941,0.00802,0.00802,0.00802
162,1891.8,1.18591,1.50072,1.54049,0.76583,0.68692,0.74169,0.484,1.37627,1.36886,1.7362,0.00800762,0.00800762,0.00800762
163,1903.5,1.16025,1.57616,1.50273,0.78968,0.65954,0.73645,0.47035,1.41971,1.38226,1.73999,0.00799525,0.00799525,0.00799525
164,1915.43,1.16854,1.4773,1.52093,0.72818,0.70571,0.73212,0.45308,1.43269,1.4716,1.78502,0.00798288,0.00798288,0.00798288
165,1927.02,1.18139,1.46005,1.5241,0.77038,0.6849,0.74005,0.47468,1.39423,1.33748,1.7258,0.0079705,0.0079705,0.0079705
166,1938.79,1.18178,1.49289,1.53324,0.80141,0.66797,0.74014,0.45898,1.44874,1.36411,1.76531,0.00795812,0.00795812,0.00795812
167,1950.65,1.16068,1.42638,1.53688,0.7453,0.6835,0.74501,0.47715,1.37739,1.37093,1.72108,0.00794575,0.00794575,0.00794575
168,1962.27,1.19031,1.46666,1.54187,0.69526,0.6784,0.72476,0.46687,1.41938,1.39125,1.7549,0.00793338,0.00793338,0.00793338
169,1974.05,1.14815,1.43948,1.50994,0.74003,0.69274,0.74923,0.47069,1.44896,1.39149,1.79454,0.007921,0.007921,0.007921
170,1985.67,1.18052,1.47114,1.53605,0.77087,0.69361,0.78124,0.4908,1.40501,1.3126,1.74709,0.00790863,0.00790863,0.00790863
171,1997.41,1.15234,1.46532,1.52529,0.70344,0.67493,0.71661,0.45561,1.38417,1.35534,1.74817,0.00789625,0.00789625,0.00789625
172,2008.95,1.15517,1.45373,1.53208,0.76145,0.66273,0.74598,0.48565,1.40905,1.34945,1.73712,0.00788388,0.00788388,0.00788388
173,2020.73,1.1833,1.46047,1.53207,0.67265,0.71048,0.74158,0.46711,1.46894,1.37363,1.80233,0.0078715,0.0078715,0.0078715
174,2032.68,1.16897,1.42762,1.54357,0.79902,0.67044,0.76585,0.49426,1.41613,1.25667,1.7554,0.00785912,0.00785912,0.00785912
175,2044.43,1.17826,1.47643,1.53611,0.78913,0.67078,0.74495,0.48216,1.39978,1.27141,1.72085,0.00784675,0.00784675,0.00784675
176,2056.32,1.16239,1.43311,1.50749,0.79398,0.69951,0.77755,0.50708,1.3223,1.25797,1.66882,0.00783438,0.00783438,0.00783438
177,2068.36,1.1583,1.41192,1.51909,0.77011,0.70134,0.76471,0.49602,1.35466,1.28126,1.71417,0.007822,0.007822,0.007822
178,2080.23,1.14549,1.41177,1.49347,0.75945,0.68443,0.76947,0.49085,1.34995,1.26694,1.69551,0.00780963,0.00780963,0.00780963
179,2092.14,1.16695,1.43966,1.52301,0.75092,0.72385,0.76482,0.50254,1.36166,1.27032,1.69973,0.00779725,0.00779725,0.00779725
180,2103.93,1.12997,1.39018,1.50092,0.73836,0.72611,0.765,0.49184,1.37932,1.33623,1.72254,0.00778488,0.00778488,0.00778488
181,2115.71,1.13525,1.39148,1.48742,0.81816,0.69437,0.7686,0.48178,1.40012,1.26637,1.74351,0.0077725,0.0077725,0.0077725
182,2127.3,1.16808,1.42089,1.50464,0.82548,0.6955,0.7722,0.50043,1.34248,1.25946,1.68175,0.00776013,0.00776013,0.00776013
183,2139.11,1.14675,1.37645,1.50062,0.78025,0.72273,0.77474,0.5075,1.32497,1.25564,1.6526,0.00774775,0.00774775,0.00774775
184,2151.12,1.12591,1.40059,1.49853,0.78628,0.69324,0.76232,0.49891,1.34378,1.26128,1.67124,0.00773538,0.00773538,0.00773538
185,2162.89,1.12648,1.39975,1.48897,0.75055,0.7165,0.78024,0.49216,1.37029,1.24473,1.71326,0.007723,0.007723,0.007723
