epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,232.262,1.68985,3.1462,2.03817,0.00505,0.74762,0.03621,0.01185,2.08366,3.45006,2.46327,0.0099109,0.0099109,0.0099109
20,244.489,1.62657,3.12149,1.98536,0.00614,0.78301,0.04081,0.01269,2.03724,3.46694,2.49701,0.00990595,0.00990595,0.00990595
21,256.652,1.66073,3.17284,2.02477,0.06852,0.16453,0.03782,0.01381,1.98027,3.40739,2.44804,0.009901,0.009901,0.009901
22,268.983,1.65356,3.16512,2.02726,0.08879,0.28277,0.05059,0.01961,1.99995,3.38518,2.52122,0.00989605,0.00989605,0.00989605
23,281.206,1.67842,3.16025,2.0373,0.20296,0.11346,0.06954,0.02962,1.97896,3.41348,2.50433,0.0098911,0.0098911,0.0098911
24,293.406,1.64359,3.11134,2.00901,0.40739,0.07059,0.05584,0.01801,2.0682,3.44973,2.54129,0.00988615,0.00988615,0.00988615
25,305.779,1.63882,3.11706,2.0082,0.90814,0.03922,0.07037,0.03156,1.97188,3.33972,2.47979,0.0098812,0.0098812,0.0098812
26,318.016,1.64947,3.1185,2.00401,0.19061,0.10579,0.06187,0.02204,1.97012,3.44864,2.46929,0.00987625,0.00987625,0.00987625
27,330.455,1.64015,3.14036,2.00791,0.76998,0.03922,0.05896,0.02635,1.95166,3.29413,2.47963,0.0098713,0.0098713,0.0098713
28,342.814,1.62277,3.11857,2.00354,0.46867,0.02353,0.05798,0.02479,1.95869,3.33422,2.47094,0.00986635,0.00986635,0.00986635
29,355.121,1.60325,3.09521,1.97485,0.55212,0.038,0.05666,0.0189,2.03498,3.44757,2.47501,0.0098614,0.0098614,0.0098614
30,367.378,1.64813,3.13606,2.01534,0.58156,0.05098,0.06175,0.02277,1.97944,3.41879,2.47598,0.00985645,0.00985645,0.00985645
31,379.761,1.63163,3.11743,1.99989,0.46031,0.02353,0.06741,0.02879,2.01532,3.42583,2.47049,0.0098515,0.0098515,0.0098515
32,392.108,1.63633,3.11183,2.01679,0.73212,0.01961,0.06281,0.02356,1.95161,3.50698,2.43542,0.00984655,0.00984655,0.00984655
33,404.423,1.61521,3.11596,1.99897,0.42778,0.03922,0.06142,0.03031,1.98343,3.34975,2.50375,0.0098416,0.0098416,0.0098416
34,416.852,1.63322,3.11229,2.01062,0.18172,0.0467,0.06113,0.02764,1.93748,3.39198,2.45722,0.00983665,0.00983665,0.00983665
35,429.398,1.63523,3.12269,2.01123,0.18194,0.06622,0.05997,0.02686,1.98743,3.35809,2.42038,0.0098317,0.0098317,0.0098317
36,441.84,1.62345,3.07717,1.99633,0.87232,0.03922,0.06642,0.02877,1.99411,3.3473,2.46627,0.00982675,0.00982675,0.00982675
37,454.321,1.61965,3.07531,2.00244,0.7769,0.03922,0.06625,0.02666,1.96379,3.43498,2.43161,0.0098218,0.0098218,0.0098218
38,466.733,1.62278,3.10676,2.01186,0.43437,0.05071,0.07781,0.03005,1.90836,3.59224,2.46879,0.00981685,0.00981685,0.00981685
39,479.436,1.60782,3.07691,1.99116,0.21022,0.06247,0.06971,0.02783,1.93604,3.37863,2.38772,0.0098119,0.0098119,0.0098119
40,491.96,1.62456,3.07524,1.98246,0.1272,0.03839,0.04574,0.01951,1.9324,3.40145,2.43403,0.00980695,0.00980695,0.00980695
41,504.431,1.59579,3.08477,1.97093,0.22375,0.05149,0.06328,0.02898,1.98731,3.55875,2.4616,0.009802,0.009802,0.009802
42,516.996,1.57494,3.08608,1.96675,0.11155,0.04314,0.07175,0.02155,1.92481,3.39123,2.39265,0.00979705,0.00979705,0.00979705
43,529.863,1.59476,3.08993,1.97469,0.7311,0.03922,0.07185,0.03125,2.0382,3.41661,2.44233,0.0097921,0.0097921,0.0097921
44,542.502,1.5955,3.05657,1.98949,0.23868,0.03511,0.07158,0.02743,2.02981,3.45661,2.51181,0.00978715,0.00978715,0.00978715
45,555.036,1.57606,3.04773,1.96192,0.15311,0.05864,0.06797,0.0305,2.06184,3.31194,2.47003,0.0097822,0.0097822,0.0097822
46,567.511,1.59001,3.04995,1.97139,0.18181,0.07825,0.07559,0.03006,1.99448,3.31784,2.4262,0.00977725,0.00977725,0.00977725
47,580.122,1.62931,3.08872,1.99922,0.10916,0.05837,0.09006,0.03513,2.10246,3.33272,2.52581,0.0097723,0.0097723,0.0097723
48,592.669,1.58743,3.06664,1.96172,0.96145,0.03922,0.07567,0.03107,1.96209,3.36608,2.40403,0.00976735,0.00976735,0.00976735
49,605.074,1.57046,3.04526,1.96906,0.97445,0.03922,0.084,0.03055,1.94477,3.33872,2.45716,0.0097624,0.0097624,0.0097624
50,617.743,1.59424,3.06723,1.98209,0.0864,0.18787,0.05378,0.01636,1.96754,3.3341,2.45449,0.00975745,0.00975745,0.00975745
51,630.277,1.58163,3.05636,1.95213,0.20477,0.02745,0.07305,0.02438,1.92123,3.45068,2.3842,0.0097525,0.0097525,0.0097525
52,642.714,1.58664,3.03741,1.94547,0.23947,0.09394,0.09162,0.03273,1.95296,3.31472,2.41154,0.00974755,0.00974755,0.00974755
53,655.277,1.58107,3.05381,1.96611,0.39791,0.0352,0.05927,0.01982,1.97529,3.3374,2.42661,0.0097426,0.0097426,0.0097426
54,667.846,1.56597,3.04743,1.95785,0.17096,0.06756,0.08155,0.02692,1.94648,3.41991,2.42457,0.00973765,0.00973765,0.00973765
55,680.485,1.56306,3.02752,1.953,0.24269,0.05059,0.07467,0.03235,1.92756,3.45855,2.43408,0.0097327,0.0097327,0.0097327
56,693.069,1.57259,3.04387,1.95622,0.19923,0.07433,0.08046,0.0352,2.01606,3.3429,2.45855,0.00972775,0.00972775,0.00972775
57,705.636,1.55415,3.02247,1.94364,0.29935,0.07335,0.10206,0.03723,1.96333,3.29091,2.41435,0.0097228,0.0097228,0.0097228
58,718.026,1.57229,3.0633,1.95985,0.31349,0.05488,0.09154,0.03448,1.91727,3.41145,2.4114,0.00971785,0.00971785,0.00971785
59,730.588,1.52738,3.02458,1.93842,0.43004,0.04264,0.07647,0.03331,1.96839,3.38897,2.43322,0.0097129,0.0097129,0.0097129
60,743.307,1.5831,3.0288,1.96135,0.26514,0.08226,0.08425,0.03355,1.8905,3.27775,2.40971,0.00970795,0.00970795,0.00970795
61,755.901,1.62413,3.06023,1.99521,0.15359,0.06883,0.08138,0.03574,1.98289,3.21283,2.42912,0.009703,0.009703,0.009703
62,768.478,1.55904,3.00327,1.94796,0.12632,0.07415,0.08279,0.03841,1.92382,3.29306,2.41019,0.00969805,0.00969805,0.00969805
63,781.149,1.58388,3.0151,1.96665,0.16745,0.0549,0.07014,0.0354,1.91104,3.36812,2.33474,0.0096931,0.0096931,0.0096931
64,793.549,1.55364,3.02177,1.96436,0.24006,0.06848,0.08946,0.03795,1.98181,3.25671,2.41051,0.00968815,0.00968815,0.00968815
65,805.987,1.5425,3.01621,1.9367,0.4781,0.04314,0.08254,0.03815,1.91085,3.45764,2.41702,0.0096832,0.0096832,0.0096832
66,818.528,1.56476,3.02804,1.96232,0.29404,0.06201,0.09946,0.04506,1.88805,3.2791,2.39622,0.00967825,0.00967825,0.00967825
67,831.027,1.55295,3.03613,1.95148,0.23129,0.09482,0.10363,0.04467,2.00822,3.19012,2.4206,0.0096733,0.0096733,0.0096733
68,843.528,1.59071,3.00414,1.95663,0.23318,0.10541,0.10421,0.05062,1.95054,3.22326,2.35606,0.00966835,0.00966835,0.00966835
69,856.135,1.56278,3.0288,1.95402,0.33535,0.11346,0.09968,0.04319,1.93424,3.27117,2.4056,0.0096634,0.0096634,0.0096634
70,868.808,1.53447,2.98153,1.94394,0.30773,0.05481,0.0873,0.04484,1.94095,3.26992,2.4085,0.00965845,0.00965845,0.00965845
71,881.532,1.51976,3.00005,1.93617,0.16171,0.07329,0.09652,0.04002,1.9286,3.4194,2.36298,0.0096535,0.0096535,0.0096535
72,894.291,1.56248,3.00432,1.94995,0.18651,0.06764,0.08358,0.03465,1.90213,3.28365,2.33342,0.00964855,0.00964855,0.00964855
73,906.921,1.55496,3.00714,1.94901,0.22344,0.08975,0.08679,0.04596,1.90779,3.23927,2.3509,0.0096436,0.0096436,0.0096436
74,919.455,1.53417,2.9898,1.93491,0.13301,0.07451,0.09811,0.05031,1.94439,3.2228,2.39632,0.00963865,0.00963865,0.00963865
75,932.015,1.54275,2.97831,1.95496,0.12154,0.07059,0.08796,0.04012,1.97042,3.36679,2.42914,0.0096337,0.0096337,0.0096337
76,944.599,1.55566,2.98217,1.93717,0.12254,0.10588,0.08782,0.03335,1.97022,3.23883,2.43185,0.00962875,0.00962875,0.00962875
77,957.145,1.5675,3.01942,1.95198,0.96592,0.03922,0.08445,0.04169,1.94232,3.3267,2.34442,0.0096238,0.0096238,0.0096238
78,969.601,1.53916,3.00659,1.94313,0.28581,0.07549,0.09455,0.03913,1.9308,3.25723,2.39838,0.00961885,0.00961885,0.00961885
79,982.347,1.55081,3.02474,1.93821,0.29842,0.09385,0.10905,0.0464,1.9434,3.23503,2.39188,0.0096139,0.0096139,0.0096139
80,994.949,1.53312,2.97132,1.92939,0.21129,0.08826,0.09288,0.04267,1.93818,3.28189,2.40203,0.00960895,0.00960895,0.00960895
81,1007.6,1.55055,3.01834,1.95152,0.24297,0.08208,0.08268,0.03892,1.94267,3.14361,2.35866,0.009604,0.009604,0.009604
82,1020.2,1.54516,3.00958,1.93797,0.16234,0.06265,0.08806,0.03851,1.91927,3.26791,2.333,0.00959905,0.00959905,0.00959905
83,1032.92,1.51618,2.99459,1.92803,0.20003,0.09777,0.10375,0.05134,1.92423,3.19718,2.36617,0.0095941,0.0095941,0.0095941
84,1045.56,1.53322,2.96417,1.93944,0.18572,0.08627,0.09596,0.0406,2.0024,3.27413,2.4181,0.00958915,0.00958915,0.00958915
85,1058.25,1.53815,2.96351,1.93389,0.19009,0.06667,0.08971,0.03155,2.02166,3.37483,2.41442,0.0095842,0.0095842,0.0095842
86,1070.72,1.54679,3.00552,1.9519,0.57331,0.10196,0.10741,0.04754,1.98138,3.15936,2.38774,0.00957925,0.00957925,0.00957925
87,1083.46,1.54955,2.98639,1.94692,0.22349,0.07816,0.11653,0.05097,1.96659,3.28033,2.42318,0.0095743,0.0095743,0.0095743
88,1095.94,1.54019,2.9647,1.94409,0.28059,0.09795,0.13113,0.05065,1.9407,3.17668,2.38692,0.00956935,0.00956935,0.00956935
89,1108.57,1.51387,2.9499,1.91431,0.1603,0.08627,0.09755,0.04245,1.9585,3.32816,2.42288,0.0095644,0.0095644,0.0095644
90,1121.06,1.50983,2.96859,1.92295,0.20007,0.0984,0.10369,0.05568,1.89919,3.31533,2.36798,0.00955945,0.00955945,0.00955945
91,1133.91,1.53748,3.00572,1.95476,0.25362,0.0787,0.10194,0.05139,1.90742,3.20214,2.30881,0.0095545,0.0095545,0.0095545
92,1146.49,1.5138,2.92915,1.92235,0.2655,0.08217,0.1187,0.06383,1.92694,3.14486,2.33147,0.00954955,0.00954955,0.00954955
93,1159.06,1.53219,2.96936,1.94352,0.33862,0.09777,0.11167,0.0547,1.96276,3.19491,2.3885,0.0095446,0.0095446,0.0095446
94,1171.72,1.54976,2.96434,1.94413,0.1792,0.07041,0.0937,0.04261,1.99083,3.25165,2.40979,0.00953965,0.00953965,0.00953965
95,1184.4,1.52158,2.95607,1.91824,0.19885,0.086,0.10134,0.05432,1.94847,3.11262,2.3867,0.0095347,0.0095347,0.0095347
96,1196.97,1.52632,2.92544,1.92228,0.23151,0.10561,0.1065,0.05246,1.93367,3.14977,2.32757,0.00952975,0.00952975,0.00952975
97,1209.6,1.56353,2.97567,1.95641,0.23561,0.09403,0.10677,0.0518,2.00525,3.30403,2.45014,0.0095248,0.0095248,0.0095248
98,1222.26,1.52062,2.92488,1.92371,0.64529,0.09804,0.13375,0.06127,1.96931,3.21224,2.40887,0.00951985,0.00951985,0.00951985
99,1234.99,1.50105,2.92869,1.91618,0.23617,0.11336,0.09835,0.04626,2.02367,3.27178,2.47327,0.0095149,0.0095149,0.0095149
100,1247.67,1.5379,2.93828,1.94047,0.18245,0.09741,0.10189,0.05439,1.93105,3.12331,2.35469,0.00950995,0.00950995,0.00950995
101,1260.25,1.5172,2.94414,1.93042,0.2021,0.13707,0.12202,0.04825,1.96238,3.18431,2.39217,0.009505,0.009505,0.009505
102,1272.98,1.51847,2.95375,1.92176,0.43644,0.0934,0.09048,0.03379,1.96469,3.28639,2.41832,0.00950005,0.00950005,0.00950005
103,1285.61,1.52099,2.97218,1.91888,0.2429,0.07834,0.09123,0.05284,1.90969,3.22344,2.36256,0.0094951,0.0094951,0.0094951
104,1298.33,1.53529,2.93381,1.94417,0.23036,0.10543,0.1152,0.05908,1.88806,3.12018,2.31523,0.00949015,0.00949015,0.00949015
105,1310.97,1.53149,2.94643,1.9212,0.17256,0.08618,0.09454,0.04601,1.9371,3.25725,2.35604,0.0094852,0.0094852,0.0094852
106,1323.54,1.54528,2.95867,1.93093,0.56386,0.07843,0.11302,0.06088,1.95809,3.20387,2.34606,0.00948025,0.00948025,0.00948025
107,1336.16,1.54328,2.9332,1.91982,0.19781,0.09948,0.11677,0.05891,1.90374,3.14543,2.28403,0.0094753,0.0094753,0.0094753
108,1348.7,1.50655,2.92792,1.90011,0.23027,0.12923,0.1262,0.05394,1.86276,3.18073,2.31236,0.00947035,0.00947035,0.00947035
109,1361.24,1.52579,2.92832,1.93344,0.25672,0.09777,0.12567,0.06411,1.93902,3.10855,2.3389,0.0094654,0.0094654,0.0094654
110,1373.81,1.50294,2.90892,1.90472,0.23794,0.11355,0.11658,0.05794,1.9908,3.23836,2.34297,0.00946045,0.00946045,0.00946045
111,1386.44,1.53192,2.89494,1.91328,0.20985,0.11829,0.11305,0.0593,1.96178,3.16834,2.33784,0.0094555,0.0094555,0.0094555
112,1398.92,1.52869,2.92306,1.93716,0.25865,0.08609,0.08585,0.04472,1.96951,3.13838,2.3572,0.00945055,0.00945055,0.00945055
113,1411.49,1.51479,2.90223,1.91923,0.27523,0.11753,0.11544,0.06262,1.96907,3.14959,2.37721,0.0094456,0.0094456,0.0094456
114,1424.31,1.52935,2.89566,1.93253,0.20607,0.12121,0.12247,0.05771,1.88781,3.13889,2.30772,0.00944065,0.00944065,0.00944065
115,1436.95,1.52205,2.91956,1.92657,0.3032,0.19466,0.12254,0.05117,1.9738,3.14689,2.37468,0.0094357,0.0094357,0.0094357
116,1449.5,1.5169,2.93091,1.91844,0.22802,0.10561,0.09595,0.0418,1.95344,3.19748,2.35433,0.00943075,0.00943075,0.00943075
117,1462.2,1.50194,2.92213,1.91188,0.27312,0.158,0.15225,0.06763,1.85885,3.10158,2.28452,0.0094258,0.0094258,0.0094258
118,1474.81,1.48539,2.87499,1.89885,0.62629,0.12941,0.12846,0.0598,1.9949,3.10107,2.42039,0.00942085,0.00942085,0.00942085
119,1487.52,1.51695,2.93118,1.9067,0.23476,0.10543,0.11733,0.05825,1.91659,3.19347,2.30952,0.0094159,0.0094159,0.0094159
120,1500.32,1.50825,2.87732,1.92173,0.2047,0.15267,0.1171,0.0542,1.9158,3.12163,2.31508,0.00941095,0.00941095,0.00941095
121,1513.01,1.50915,2.8841,1.90645,0.21829,0.10953,0.12916,0.06109,1.93913,3.12304,2.3467,0.009406,0.009406,0.009406
122,1525.67,1.51526,2.88376,1.91449,0.1712,0.13805,0.11547,0.05864,1.85807,3.36523,2.29417,0.00940105,0.00940105,0.00940105
123,1538.46,1.49223,2.86483,1.91324,0.18531,0.16854,0.11499,0.06094,1.89306,3.13071,2.32393,0.0093961,0.0093961,0.0093961
124,1551.06,1.5012,2.86254,1.91851,0.22268,0.26211,0.12595,0.05986,1.88845,3.2461,2.28753,0.00939115,0.00939115,0.00939115
125,1563.77,1.49749,2.86861,1.90061,0.22646,0.10534,0.11757,0.05833,1.88853,3.23402,2.34286,0.0093862,0.0093862,0.0093862
126,1576.38,1.4987,2.86768,1.91631,0.14983,0.16389,0.09746,0.04712,1.95968,3.21215,2.43332,0.00938125,0.00938125,0.00938125
127,1589.06,1.49096,2.88332,1.90291,0.19033,0.10525,0.10148,0.05186,1.92733,3.2501,2.3623,0.0093763,0.0093763,0.0093763
128,1601.68,1.49239,2.86807,1.90227,0.23326,0.12148,0.12913,0.05614,1.89197,3.11847,2.33481,0.00937135,0.00937135,0.00937135
129,1614.24,1.50778,2.88621,1.92877,0.24235,0.22691,0.15354,0.07529,1.92772,3.14101,2.39898,0.0093664,0.0093664,0.0093664
130,1626.81,1.50347,2.87827,1.9085,0.27714,0.12513,0.12034,0.06124,1.89969,3.12887,2.35008,0.00936145,0.00936145,0.00936145
131,1639.56,1.50461,2.88373,1.91803,0.23483,0.1148,0.12667,0.05805,1.91744,3.19362,2.32082,0.0093565,0.0093565,0.0093565
132,1652.11,1.47807,2.84978,1.90098,0.18095,0.11297,0.10401,0.04367,1.96017,3.17519,2.36359,0.00935155,0.00935155,0.00935155
133,1664.58,1.49255,2.85844,1.89667,0.22183,0.14501,0.13258,0.06332,1.93745,3.15139,2.35063,0.0093466,0.0093466,0.0093466
134,1677.09,1.50567,2.85688,1.91334,0.29295,0.17643,0.13538,0.06383,1.88838,3.20512,2.33978,0.00934165,0.00934165,0.00934165
135,1689.74,1.49851,2.84683,1.91578,0.31064,0.18422,0.11338,0.05227,1.85458,3.13792,2.27223,0.0093367,0.0093367,0.0093367
136,1702.47,1.47932,2.83871,1.90255,0.24598,0.19554,0.1682,0.08226,1.91051,3.0157,2.32818,0.00933175,0.00933175,0.00933175
137,1715.14,1.49078,2.83662,1.90309,0.24961,0.24723,0.16374,0.07811,1.94236,2.99767,2.35259,0.0093268,0.0093268,0.0093268
138,1727.74,1.46964,2.80754,1.89162,0.15044,0.18102,0.15101,0.0769,1.92778,3.09152,2.3533,0.00932185,0.00932185,0.00932185
139,1740.38,1.49446,2.84501,1.90866,0.14285,0.2227,0.10921,0.05042,1.95597,3.15645,2.37439,0.0093169,0.0093169,0.0093169
140,1753.12,1.47605,2.84089,1.92185,0.20719,0.23774,0.14665,0.07077,1.87204,3.06774,2.28875,0.00931195,0.00931195,0.00931195
141,1765.81,1.48196,2.85195,1.90974,0.25801,0.17128,0.15579,0.0764,1.89165,3.0618,2.32436,0.009307,0.009307,0.009307
142,1778.38,1.50748,2.84698,1.92234,0.39762,0.18413,0.17588,0.08745,1.87626,3.07717,2.29991,0.00930205,0.00930205,0.00930205
143,1790.86,1.46775,2.81126,1.90071,0.27707,0.20617,0.16794,0.08648,1.93302,3.06799,2.3426,0.0092971,0.0092971,0.0092971
144,1803.46,1.46355,2.79023,1.87639,0.2673,0.18368,0.15799,0.088,1.91715,3.00548,2.3323,0.00929215,0.00929215,0.00929215
145,1816.02,1.46704,2.8453,1.91051,0.30505,0.2019,0.1693,0.07781,1.90238,3.03932,2.34766,0.0092872,0.0092872,0.0092872
146,1828.57,1.48961,2.81178,1.90211,0.20784,0.23664,0.16956,0.08088,1.84876,3.0826,2.31116,0.00928225,0.00928225,0.00928225
147,1841.09,1.48746,2.81421,1.90782,0.21087,0.20757,0.11878,0.0601,1.89926,3.19175,2.32973,0.0092773,0.0092773,0.0092773
148,1853.55,1.48425,2.80542,1.90243,0.2844,0.15641,0.143,0.07142,1.9352,3.14264,2.33282,0.00927235,0.00927235,0.00927235
149,1866.14,1.47139,2.78283,1.88869,0.27021,0.19234,0.15409,0.06631,1.90426,3.06742,2.40016,0.0092674,0.0092674,0.0092674
150,1878.83,1.49321,2.82385,1.90766,0.25498,0.16809,0.13531,0.06987,1.86584,3.16891,2.38039,0.00926245,0.00926245,0.00926245
151,1891.46,1.43452,2.78999,1.86969,0.30215,0.23876,0.17497,0.07283,1.90946,2.99215,2.3475,0.0092575,0.0092575,0.0092575
152,1904.07,1.49173,2.79424,1.9092,0.21309,0.23882,0.1498,0.07229,2.03312,3.02473,2.47902,0.00925255,0.00925255,0.00925255
153,1916.5,1.46431,2.80156,1.89177,0.31651,0.1565,0.18131,0.09199,1.85757,3.03309,2.31801,0.0092476,0.0092476,0.0092476
154,1929.01,1.46406,2.76956,1.88683,0.19143,0.18386,0.12193,0.06112,1.87755,3.0698,2.30887,0.00924265,0.00924265,0.00924265
155,1941.57,1.46868,2.78953,1.89539,0.31821,0.19207,0.18359,0.08761,1.95451,3.06846,2.38024,0.0092377,0.0092377,0.0092377
156,1954.07,1.46628,2.79094,1.89818,0.32657,0.21131,0.17581,0.08046,1.89307,3.14149,2.34377,0.00923275,0.00923275,0.00923275
157,1966.65,1.44081,2.77928,1.87934,0.21541,0.23074,0.15146,0.07169,1.87691,3.01559,2.33285,0.0092278,0.0092278,0.0092278
158,1979.27,1.45879,2.75612,1.8787,0.26716,0.2581,0.13477,0.06619,1.84487,3.11377,2.3384,0.00922285,0.00922285,0.00922285
159,1991.95,1.485,2.80341,1.91077,0.21268,0.14994,0.12706,0.06187,1.85286,3.04752,2.35,0.0092179,0.0092179,0.0092179
160,2004.5,1.45566,2.75714,1.88295,0.15091,0.24688,0.14679,0.08083,1.8462,3.06176,2.27359,0.00921295,0.00921295,0.00921295
161,2017.25,1.46477,2.73943,1.88635,0.25205,0.19527,0.17253,0.08667,1.85338,3.00388,2.27402,0.009208,0.009208,0.009208
162,2030.05,1.46058,2.75498,1.89213,0.22654,0.20712,0.1789,0.0836,1.80955,3.04787,2.32461,0.00920305,0.00920305,0.00920305
163,2042.69,1.492,2.76361,1.90504,0.21969,0.16818,0.16662,0.07993,1.83251,3.1276,2.30898,0.0091981,0.0091981,0.0091981
164,2055.32,1.47086,2.75039,1.88266,0.20414,0.22673,0.16306,0.08321,1.8627,3.0932,2.34663,0.00919315,0.00919315,0.00919315
165,2067.83,1.45692,2.73191,1.88247,0.21447,0.21131,0.15411,0.07642,1.85031,2.99229,2.30998,0.0091882,0.0091882,0.0091882
166,2080.35,1.47493,2.73122,1.8863,0.22139,0.16101,0.13644,0.06451,1.85308,3.0551,2.29019,0.00918325,0.00918325,0.00918325
167,2092.85,1.47319,2.74622,1.89092,0.27186,0.20255,0.19642,0.0923,1.89043,3.03067,2.3533,0.0091783,0.0091783,0.0091783
168,2105.47,1.48241,2.75037,1.8933,0.32905,0.19946,0.19646,0.08396,1.82474,2.99511,2.31664,0.00917335,0.00917335,0.00917335
169,2118.13,1.47745,2.76987,1.88979,0.16142,0.16015,0.1212,0.06251,1.92251,3.07567,2.36261,0.0091684,0.0091684,0.0091684
170,2130.79,1.45833,2.72669,1.87725,0.29391,0.23876,0.18278,0.08986,1.80224,3.07395,2.33086,0.00916345,0.00916345,0.00916345
171,2143.47,1.47345,2.71471,1.88733,0.37652,0.19162,0.16124,0.08628,1.84972,2.98023,2.31712,0.0091585,0.0091585,0.0091585
172,2156.16,1.47434,2.72881,1.88305,0.24162,0.25427,0.17634,0.08354,1.81875,3.04071,2.28613,0.00915355,0.00915355,0.00915355
173,2168.67,1.4462,2.73279,1.86955,0.3479,0.20976,0.20934,0.10754,1.85658,2.91424,2.28658,0.0091486,0.0091486,0.0091486
174,2181.29,1.45037,2.69944,1.86906,0.32901,0.20675,0.21172,0.10182,1.89754,2.98868,2.35787,0.00914365,0.00914365,0.00914365
175,2193.93,1.45174,2.75021,1.88479,0.22818,0.25959,0.2049,0.08627,1.92226,3.00925,2.37731,0.0091387,0.0091387,0.0091387
176,2206.54,1.44785,2.69175,1.88188,0.2273,0.19928,0.17402,0.07823,1.84845,3.06158,2.34325,0.00913375,0.00913375,0.00913375
177,2219.24,1.43307,2.70224,1.87073,0.22774,0.21631,0.19639,0.08823,1.85155,2.94394,2.34335,0.0091288,0.0091288,0.0091288
178,2231.9,1.46155,2.69256,1.89763,0.25354,0.25783,0.22041,0.1105,1.82114,2.99198,2.30147,0.00912385,0.00912385,0.00912385
179,2244.81,1.4432,2.70262,1.86952,0.39836,0.24661,0.24792,0.11363,1.9082,2.88295,2.38636,0.0091189,0.0091189,0.0091189
180,2257.51,1.44938,2.69166,1.87805,0.55757,0.1565,0.22579,0.10148,1.9072,3.02156,2.3986,0.00911395,0.00911395,0.00911395
181,2270.14,1.45657,2.69606,1.88584,0.29881,0.23914,0.21869,0.1044,1.90182,2.98888,2.40595,0.009109,0.009109,0.009109
182,2282.79,1.42022,2.63319,1.83898,0.30959,0.23475,0.20719,0.1021,1.81376,2.88692,2.28424,0.00910405,0.00910405,0.00910405
183,2295.4,1.45305,2.64906,1.87764,0.26992,0.19527,0.18844,0.10351,1.81994,2.8517,2.26169,0.0090991,0.0090991,0.0090991
184,2307.94,1.45571,2.69037,1.8824,0.25732,0.28589,0.18312,0.09067,1.84387,2.99349,2.292,0.00909415,0.00909415,0.00909415
185,2320.5,1.45287,2.66913,1.89353,0.26431,0.23831,0.16749,0.07817,1.85479,2.96267,2.307,0.0090892,0.0090892,0.0090892
